# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241028
# 종료일: 20241103
페이지 경로 및 화면 클래스,국가,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/global/archives/19393,Australia,2,2,2,1,41.5,9,0,0
/global/archives/19393,Dominican Republic,2,1,1,2,557,10,0,0
/global/archives/19393,Hungary,2,2,2,1,0,7,0,0
/global/archives/19393,Philippines,2,3,0,0,0,7,0,0
/global/archives/19393,South Africa,2,2,2,1,28,8,0,0
/global/archives/19393,United Kingdom,2,2,1,2,0,7,0,0
/global/archives/19421,Canada,2,2,2,1,16.5,9,0,0
/global/archives/19421,France,2,2,2,1,0,8,0,0
/global/archives/19421,Hong Kong,2,2,2,1,35,8,0,0
/global/archives/19421,Hungary,2,2,2,1,0,7,0,0
/global/archives/19421,Netherlands,2,2,2,1,0,8,0,0
/global/archives/19421,Norway,2,2,2,1,9,8,0,0
/global/archives/19421,Spain,2,2,2,1,0,8,0,0
/global/archives/19421,Taiwan,2,2,2,1,67,9,0,0
/global/archives/19421,United Arab Emirates,2,2,1,2,288,9,0,0
/global/archives/2329,United States,2,3,2,1,0,8,0,0
/global/archives/2490,South Korea,2,2,1,2,395,8,0,0
/global/archives/298,United States,2,2,2,1,17.5,11,0,0
/global/archives/303,United States,2,2,2,1,0,6,0,0
/global/archives/3820,Brazil,2,1,1,2,0,8,0,0
/global/archives/3962,Vietnam,2,2,1,2,0,8,0,0
/global/archives/497,Germany,2,2,1,2,0,8,0,0
/global/archives/5772,South Korea,2,2,2,1,4,7,0,0
/global/archives/5772,Ukraine,2,1,1,2,1,7,0,0
/global/archives/5981,United Kingdom,2,2,1,2,3,8,0,0
/global/archives/6216,South Korea,2,2,2,1,130,11,0,0
/global/archives/6807,South Korea,2,2,1,2,110,8,0,0
/global/archives/7245,United States,2,2,2,1,96,9,0,0
/global/archives/7302,United States,2,2,2,1,7,8,0,0
/global/archives/7445,Poland,2,2,2,1,84,8,0,0
/global/archives/7445,South Korea,2,1,1,2,0,6,0,0
/global/archives/7476,Singapore,2,2,2,1,15.5,9,0,0
/global/archives/7596,Spain,2,2,2,1,13,9,0,0
/global/archives/7633,South Korea,2,2,2,1,5.5,9,0,0
/global/archives/7906,India,2,1,1,2,1,7,0,0
/global/archives/7991,Singapore,2,1,1,2,8,7,0,0
/global/archives/8046,Austria,2,2,1,2,18,9,0,0
/global/archives/8067,United Kingdom,2,1,1,2,89,9,0,0
/global/archives/8327,Japan,2,2,2,1,18,10,0,0
/global/archives/8350,India,2,3,2,1,2,11,0,0
/global/archives/8383,Philippines,2,2,1,2,0,7,0,0
/global/archives/9394,Singapore,2,1,1,2,24,8,0,0
/global/archives/9509,Thailand,2,2,2,1,88,9,0,0
/global/archives/category/corporate/sk-energy,France,2,1,1,2,7,6,0,0
/global/archives/category/corporate/sk-enmove,United States,2,2,1,2,20,9,0,0
/global/archives/category/corporate/sk-on,Taiwan,2,2,1,2,51,8,0,0
/global/archives/category/corporate/sk-rading-international,South Korea,2,2,1,2,6,8,0,0
/global/archives/category/corporates,Singapore,2,1,1,2,22,8,0,0
/global/archives/category/corporates/sk-earthon,United States,2,2,2,1,9,9,0,0
/global/archives/category/corporates/sk-energy,Dominican Republic,2,2,1,2,25,8,0,0
/global/archives/category/corporates/sk-enterm,Hong Kong,2,1,1,2,12,6,0,0
/global/archives/category/corporates/sk-enterm,South Korea,2,2,2,1,6.5,9,0,0
/global/archives/category/corporates/sk-geo-centric,South Korea,2,2,1,2,7,9,0,0
/global/archives/category/corporates/sk-ie-technology,Japan,2,1,1,2,2,7,0,0
/global/archives/category/corporates/sk-incheon-petrochem,United States,2,1,1,2,9,8,0,0
/global/archives/category/corporates/sk-innovation,China,2,2,2,1,11,4,0,0
/global/archives/category/corporates/sk-innovation,Hong Kong,2,3,2,1,29.5,8,0,0
/global/archives/category/corporates/sk-innovation,India,2,2,2,1,15,8,0,0
/global/archives/category/corporates/sk-innovation,Singapore,2,2,2,1,42,7,0,0
/global/archives/category/corporates/sk-innovation,Vietnam,2,3,2,1,13,10,0,0
/global/archives/category/corporates/sk-on,Czechia,2,1,1,2,28,6,0,0
/global/archives/category/corporates/sk-on,India,2,1,1,2,1,7,0,0
/global/archives/category/corporates/sk-on,United States,2,2,1,2,45,7,0,0
/global/archives/category/insight/trend_report,Russia,2,2,1,2,37,6,0,0
/global/archives/category/insight/trend_report,South Korea,2,2,2,1,6,8,0,0
/global/archives/category/people,Hungary,2,2,1,2,21,7,0,0
/global/archives/category/people,Peru,2,1,1,2,5,8,0,0
/global/archives/category/people,South Korea,2,2,2,1,2,8,0,0
/global/archives/category/people/onsite-report,Dominican Republic,2,1,1,2,673,8,0,0
/global/archives/category/people/sustainability,United States,2,2,2,1,5,10,0,0
/global/archives/category/press-room,India,2,3,1,2,12,8,0,0
/global/archives/category/press-room,Japan,2,2,2,1,6.5,8,0,0
/global/archives/category/press-room,Taiwan,2,2,1,2,40,8,0,0
/global/archives/category/press-room/financial-results,India,2,3,2,1,3.5,8,0,0
/global/archives/category/press-room/financial-results,Malaysia,2,1,1,2,27,8,0,0
/global/archives/category/press-room/financial-results,South Korea,2,2,1,2,5,9,0,0
/global/archives/category/press-room/financial-results,Taiwan,2,2,2,1,13,8,0,0
/global/archives/category/press-room/financial-results,Vietnam,2,1,1,2,26,9,0,0
/global/archives/category/press-room/issue-fact,China,2,2,1,2,123,5,0,0
/global/archives/category/press-room/issue-fact,Russia,2,1,1,2,28,6,0,0
/global/archives/category/press-room/issue-fact,United States,2,2,2,1,7.5,8,0,0
/global/archives/category/press-room/press-release,Taiwan,2,1,1,2,25,8,0,0
/global/archives/category/social-value/csr-program,United States,2,2,2,1,5,10,0,0
/global/archives/category/social-value/social-enterprise,United States,2,2,2,1,5.5,10,0,0
/global/archives/tag/2021,South Korea,2,2,2,1,2.5,10,0,0
/global/archives/tag/2024gmf,Taiwan,2,1,1,2,6,8,0,0
/global/archives/tag/ecopro-bm,United States,2,2,2,1,13,7,0,0
/global/archives/tag/egg-program,South Korea,2,1,1,2,15,9,0,0
/global/archives/tag/executive-appointments,India,2,1,1,2,19,8,0,0
/global/archives/tag/financial-results,United States,2,1,1,2,16,8,0,0
/global/archives/tag/ford,South Korea,2,1,1,2,10,8,0,0
/global/archives/tag/liquid-immersion-cooling,South Korea,2,1,1,2,18,9,0,0
/global/archives/tag/malaysia,Malaysia,2,1,1,2,0,6,0,0
/global/archives/tag/ncm811,Australia,2,1,1,2,17,8,0,0
/global/archives/tag/nexlene,Singapore,2,1,1,2,30,8,0,0
/global/archives/tag/poe,South Korea,2,1,1,2,0,7,0,0
/global/archives/tag/rhee-jang-weon,United States,2,1,1,2,3,8,0,0
/global/archives/tag/s-pack,South Korea,2,1,1,2,3,8,0,0
/global/archives/tag/s-pack,United States,2,1,1,2,30,9,0,0
/global/archives/tag/secondary-batteries,South Korea,2,1,1,2,10,8,0,0
/global/archives/tag/sk-energy-americas,United Kingdom,2,1,1,2,14,9,0,0
/global/archives/tag/sk-hi-tech-battery-materials-china,South Korea,2,1,1,2,16,10,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,Philippines,2,1,1,2,0,5,0,0
/global/archives/tag/sk-on-hungary,Spain,2,1,1,2,14,7,0,0
/global/archives/tag/sken,South Korea,2,2,1,2,15,8,0,0
/global/archives/tag/skgca,United States,2,1,1,2,18,8,0,0
/global/archives/tag/sko,United States,2,2,1,2,14,10,0,0
/global/archives/tag/sk综合化学上海,South Korea,2,2,2,1,2.5,9,0,0
/global/archives/tag/ဒီရေတောများပြန်လည်ပျို,South Korea,2,2,2,1,7,10,0,0
/global/archives/tag/电池,South Korea,2,2,2,1,6,9,0,0
/global/legal-notices,China,2,2,0,0,0,6,0,0
/global/sustainability-report,Vietnam,2,1,1,2,14,8,0,0
/global/who-we-are,Czechia,2,1,1,2,11,6,0,0
/global/,Australia,1,1,1,1,14,13,0,0
/global/,Hungary,1,1,1,1,0,4,0,0
/global/,Indonesia,1,1,1,1,0,3,0,0
/global/,Latvia,1,1,1,1,0,3,0,0
/global/,Poland,1,1,1,1,23,5,0,0
/global/,South Africa,1,1,1,1,5,9,0,0
/global/,Spain,1,1,1,1,32,5,0,0
/global/,Switzerland,1,1,1,1,6,4,0,0
/global/,United Arab Emirates,1,2,1,1,3,10,0,0
/global/404,South Korea,1,1,1,1,2,6,0,0
/global/archives/10031,Hungary,1,2,1,1,0,5,0,0
/global/archives/10066,South Korea,1,1,1,1,1,4,0,0
/global/archives/10133,South Korea,1,1,1,1,4,5,0,0
/global/archives/10133,Spain,1,1,1,1,28,4,0,0
/global/archives/10326,Vietnam,1,1,1,1,0,4,0,0
/global/archives/10445,United States,1,1,1,1,0,3,0,0
/global/archives/10535,India,1,1,1,1,8,4,0,0
/global/archives/10535,United Kingdom,1,1,1,1,6,4,0,0
/global/archives/1058,United Kingdom,1,1,1,1,2,5,0,0
/global/archives/10610,India,1,1,1,1,22,5,0,0
/global/archives/10610,Lebanon,1,1,1,1,0,4,0,0
/global/archives/10654,Spain,1,2,1,1,0,6,0,0
/global/archives/10697,South Korea,1,1,1,1,245,4,0,0
/global/archives/10767,Colombia,1,1,1,1,7,4,0,0
/global/archives/10767,Singapore,1,2,1,1,0,6,0,0
/global/archives/10774,Germany,1,2,1,1,25,7,0,0
/global/archives/10774,Poland,1,1,1,1,6,4,0,0
/global/archives/10774,United Kingdom,1,1,1,1,16,5,0,0
/global/archives/10802,Singapore,1,1,1,1,3,4,0,0
/global/archives/10872,South Korea,1,1,1,1,25,6,0,0
/global/archives/10913,Australia,1,2,1,1,0,6,0,0
/global/archives/10913,France,1,1,1,1,11,5,0,0
/global/archives/10939,Saudi Arabia,1,1,1,1,242,6,0,0
/global/archives/10985,South Korea,1,1,1,1,73,6,0,0
/global/archives/11037,United States,1,1,1,1,0,4,0,0
/global/archives/11087,South Korea,1,1,1,1,35,5,0,0
/global/archives/11087,United Kingdom,1,1,1,1,25,5,0,0
/global/archives/11087,United States,1,1,1,1,52,5,0,0
/global/archives/11125,Bangladesh,1,1,1,1,0,4,0,0
/global/archives/11125,South Korea,1,1,1,1,5,4,0,0
/global/archives/11161,Singapore,1,1,1,1,725,5,0,0
/global/archives/11161,Switzerland,1,2,1,1,0,6,0,0
/global/archives/11214,India,1,2,1,1,5,7,0,0
/global/archives/11286,United Kingdom,1,1,1,1,0,3,0,0
/global/archives/11342,South Korea,1,1,1,1,11,4,0,0
/global/archives/11400,Japan,1,1,1,1,21,6,0,0
/global/archives/11486,Spain,1,1,1,1,32,4,0,0
/global/archives/11512,South Korea,1,1,1,1,114,3,0,0
/global/archives/11527,China,1,1,1,1,1,5,0,0
/global/archives/11537,South Korea,1,1,1,1,131,3,0,0
/global/archives/11537,United States,1,1,1,1,0,3,0,0
/global/archives/11596,Hong Kong,1,1,1,1,0,4,0,0
/global/archives/1175,United States,1,1,1,1,0,2,0,0
/global/archives/11758,South Korea,1,1,1,1,2,5,0,0
/global/archives/11889,United States,1,1,1,1,0,4,0,0
/global/archives/11980,Singapore,1,1,1,1,356,5,0,0
/global/archives/11992,Singapore,1,1,1,1,53,5,0,0
/global/archives/11992,South Korea,1,1,1,1,0,3,0,0
/global/archives/12008,Australia,1,1,1,1,35,4,0,0
/global/archives/12008,Japan,1,1,1,1,2,5,0,0
/global/archives/12008,United States,1,1,1,1,26,5,0,0
/global/archives/12022,Canada,1,1,1,1,7,5,0,0
/global/archives/12022,France,1,1,1,1,0,5,0,0
/global/archives/12022,India,1,1,1,1,4,5,0,0
/global/archives/12022,Japan,1,1,1,1,4,5,0,0
/global/archives/12022,Portugal,1,1,1,1,15,5,0,0
/global/archives/12022,Singapore,1,1,1,1,8,5,0,0
/global/archives/12022,Spain,1,1,1,1,5,4,0,0
/global/archives/12022,United Kingdom,1,1,1,1,4,5,0,0
/global/archives/12022,United States,1,1,1,1,0,4,0,0
/global/archives/12036,Singapore,1,1,1,1,0,3,0,0
/global/archives/12091,United States,1,1,1,1,0,3,0,0
/global/archives/12106,Germany,1,1,1,1,234,4,0,0
/global/archives/12106,India,1,1,1,1,9,5,0,0
/global/archives/12106,Indonesia,1,1,1,1,20,4,0,0
/global/archives/12106,Thailand,1,2,1,1,0,6,0,0
/global/archives/12106,United Kingdom,1,1,1,1,0,4,0,0
/global/archives/12147,Germany,1,1,1,1,13,5,0,0
/global/archives/12147,Ireland,1,1,1,1,26,5,0,0
/global/archives/12147,Netherlands,1,1,1,1,21,4,0,0
/global/archives/12147,Romania,1,1,1,1,12,5,0,0
/global/archives/12147,South Korea,1,2,1,1,0,5,0,0
/global/archives/12147,United Kingdom,1,1,1,1,0,4,0,0
/global/archives/12147,United States,1,1,1,1,32,5,0,0
/global/archives/12220,India,1,1,1,1,5,5,0,0
/global/archives/12220,Japan,1,1,1,1,24,5,0,0
/global/archives/12269,India,1,1,1,1,12,5,0,0
/global/archives/12269,South Korea,1,2,1,1,0,6,0,0
/global/archives/12269,United States,1,1,1,1,0,4,0,0
/global/archives/12306,Australia,1,1,1,1,41,4,0,0
/global/archives/12306,France,1,1,1,1,20,4,0,0
/global/archives/12306,Japan,1,1,1,1,26,4,0,0
/global/archives/12306,United States,1,1,1,1,18,5,0,0
/global/archives/1237,United States,1,1,1,1,22,4,0,0
/global/archives/12373,South Korea,1,1,1,1,1,4,0,0
/global/archives/12471,Singapore,1,1,1,1,14,4,0,0
/global/archives/12471,United States,1,1,1,1,0,2,0,0
/global/archives/12483,South Korea,1,1,1,1,18,5,0,0
/global/archives/1257,South Korea,1,1,1,1,13,4,0,0
/global/archives/12617,Singapore,1,2,1,1,2,4,0,0
/global/archives/12667,China,1,2,1,1,473,5,0,0
/global/archives/12688,Singapore,1,1,1,1,111,4,0,0
/global/archives/12692,Sweden,1,1,1,1,10,3,0,0
/global/archives/12692,United States,1,1,1,1,0,4,0,0
/global/archives/12891,Hungary,1,1,1,1,100,4,0,0
/global/archives/12950,Finland,1,1,1,1,26,4,0,0
/global/archives/13103,South Korea,1,1,1,1,1,3,0,0
/global/archives/13184,Germany,1,1,1,1,0,4,0,0
/global/archives/13211,Netherlands,1,1,1,1,0,4,0,0
/global/archives/13313,Taiwan,1,1,1,1,10,5,0,0
/global/archives/13327,Indonesia,1,1,1,1,13,5,0,0
/global/archives/13329,Colombia,1,2,1,1,28,7,0,0
/global/archives/13329,South Korea,1,1,0,0,0,3,0,0
/global/archives/13329,Taiwan,1,1,1,1,0,2,0,0
/global/archives/13374,Malaysia,1,2,1,1,0,6,0,0
/global/archives/13374,United States,1,1,1,1,0,3,0,0
/global/archives/13437,Hong Kong,1,1,1,1,10,5,0,0
/global/archives/13513,Philippines,1,1,1,1,13,3,0,0
/global/archives/13521,China,1,1,1,1,620,6,0,0
/global/archives/13521,Hungary,1,1,1,1,0,4,0,0
/global/archives/13521,Singapore,1,1,1,1,7,3,0,0
/global/archives/13521,South Korea,1,1,1,1,1,5,0,0
/global/archives/13521,United Kingdom,1,1,1,1,32,4,0,0
/global/archives/13521,United States,1,1,1,1,4,5,0,0
/global/archives/13544,Singapore,1,1,1,1,2,5,0,0
/global/archives/13544,South Korea,1,1,1,1,14,3,0,0
/global/archives/13595,Italy,1,1,1,1,0,3,0,0
/global/archives/13595,United Kingdom,1,1,1,1,104,5,0,0
/global/archives/13595,United States,1,1,1,1,24,6,0,0
/global/archives/13748,Colombia,1,1,1,1,8,4,0,0
/global/archives/13748,India,1,1,1,1,41,5,0,0
/global/archives/13748,United States,1,1,1,1,0,4,0,0
/global/archives/13780,Canada,1,1,1,1,0,3,0,0
/global/archives/13780,Germany,1,1,1,1,0,4,0,0
/global/archives/13780,Italy,1,2,1,1,0,6,0,0
/global/archives/13850,United States,1,1,0,0,0,2,0,0
/global/archives/13932,Japan,1,1,1,1,5,5,0,0
/global/archives/13932,United States,1,1,1,1,14,5,0,0
/global/archives/13981,South Korea,1,1,1,1,0,2,0,0
/global/archives/1399,Malaysia,1,1,1,1,31,5,0,0
/global/archives/14065,Finland,1,1,1,1,0,4,0,0
/global/archives/14065,Lithuania,1,2,1,1,0,6,0,0
/global/archives/14078,Nigeria,1,1,1,1,24,5,0,0
/global/archives/14146,South Korea,1,1,1,1,32,3,0,0
/global/archives/14179,Estonia,1,1,1,1,102,5,0,0
/global/archives/14193,Japan,1,2,1,1,0,6,0,0
/global/archives/14193,United States,1,1,1,1,0,4,0,0
/global/archives/14226,France,1,1,1,1,28,5,0,0
/global/archives/14243,Greece,1,1,1,1,0,4,0,0
/global/archives/14243,Thailand,1,1,1,1,0,4,0,0
/global/archives/14264,Canada,1,1,1,1,54,4,0,0
/global/archives/14264,Taiwan,1,1,1,1,0,2,0,0
/global/archives/14309,Poland,1,1,1,1,49,6,0,0
/global/archives/14333,Colombia,1,1,1,1,67,4,0,0
/global/archives/14354,United States,1,1,1,1,71,5,0,0
/global/archives/14415,Philippines,1,1,1,1,1,5,0,0
/global/archives/14415,United States,1,1,1,1,116,5,0,0
/global/archives/14491,Colombia,1,1,1,1,6,4,0,0
/global/archives/14491,South Korea,1,1,1,1,1,5,0,0
/global/archives/14491,United Arab Emirates,1,1,1,1,24,5,0,0
/global/archives/14493,Japan,1,1,1,1,0,4,0,0
/global/archives/14493,United Kingdom,1,1,1,1,11,5,0,0
/global/archives/14628,France,1,1,1,1,0,3,0,0
/global/archives/14628,United Kingdom,1,1,1,1,32,4,0,0
/global/archives/14628,United States,1,1,1,1,3,3,0,0
/global/archives/14634,Brazil,1,1,1,1,0,4,0,0
/global/archives/14634,Bulgaria,1,1,1,1,32,5,0,0
/global/archives/14634,India,1,1,1,1,1,5,0,0
/global/archives/14688,South Korea,1,1,1,1,9,4,0,0
/global/archives/14688,Thailand,1,1,1,1,42,4,0,0
/global/archives/14688,United States,1,1,1,1,40,5,0,0
/global/archives/14740,Jordan,1,1,1,1,2,4,0,0
/global/archives/14770,Germany,1,1,1,1,7,5,0,0
/global/archives/14770,Spain,1,1,1,1,0,2,0,0
/global/archives/14962,Japan,1,1,1,1,0,3,0,0
/global/archives/14962,South Korea,1,1,1,1,0,2,0,0
/global/archives/14962,United Kingdom,1,1,1,1,0,4,0,0
/global/archives/15007,Japan,1,1,1,1,64,6,0,0
/global/archives/15007,United States,1,1,1,1,0,3,0,0
/global/archives/15067,France,1,1,1,1,43,6,0,0
/global/archives/15067,Japan,1,1,1,1,69,5,0,0
/global/archives/15204,South Korea,1,1,1,1,10,4,0,0
/global/archives/15353,South Korea,1,1,1,1,0,2,0,0
/global/archives/15374,Australia,1,2,1,1,0,6,0,0
/global/archives/15374,France,1,1,1,1,25,4,0,0
/global/archives/15374,Taiwan,1,1,1,1,13,6,0,0
/global/archives/15430,China,1,1,1,1,60,5,0,0
/global/archives/15430,Taiwan,1,1,1,1,85,5,0,0
/global/archives/15462,Canada,1,1,1,1,2,4,0,0
/global/archives/15462,Finland,1,1,1,1,4,5,0,0
/global/archives/15462,Singapore,1,1,1,1,25,4,0,0
/global/archives/15462,United Kingdom,1,1,1,1,8,4,0,0
/global/archives/15462,United States,1,2,1,1,41,7,0,0
/global/archives/15490,Chile,1,1,1,1,0,4,0,0
/global/archives/15490,China,1,2,1,1,84,6,0,0
/global/archives/15490,France,1,1,1,1,6,5,0,0
/global/archives/15490,India,1,1,1,1,115,6,0,0
/global/archives/15574,China,1,1,1,1,0,3,0,0
/global/archives/15574,Colombia,1,1,1,1,14,3,0,0
/global/archives/15574,Hong Kong,1,1,1,1,8,3,0,0
/global/archives/15574,South Korea,1,2,1,1,0,6,0,0
/global/archives/15592,South Korea,1,2,1,1,0,6,0,0
/global/archives/15623,Cambodia,1,1,1,1,0,4,0,0
/global/archives/15664,Colombia,1,1,1,1,2,4,0,0
/global/archives/15664,Japan,1,1,1,1,5,5,0,0
/global/archives/15664,Singapore,1,1,1,1,16,5,0,0
/global/archives/15664,United States,1,1,1,1,0,4,0,0
/global/archives/15687,Malaysia,1,1,1,1,201,5,0,0
/global/archives/15687,Pakistan,1,1,1,1,106,6,0,0
/global/archives/15687,Singapore,1,1,1,1,0,4,0,0
/global/archives/15689,Hong Kong,1,1,1,1,34,5,0,0
/global/archives/15760,Hong Kong,1,1,1,1,8,5,0,0
/global/archives/15760,Vietnam,1,1,1,1,85,5,0,0
/global/archives/15840,Malaysia,1,1,1,1,18,5,0,0
/global/archives/15865,India,1,1,1,1,0,4,0,0
/global/archives/15865,Indonesia,1,1,0,0,0,2,0,0
/global/archives/15865,South Korea,1,1,1,1,4,4,0,0
/global/archives/15937,China,1,1,1,1,131,6,0,0
/global/archives/15937,Ghana,1,1,1,1,3,5,0,0
/global/archives/15937,India,1,1,1,1,5,6,0,0
/global/archives/15937,Japan,1,2,1,1,0,5,0,0
/global/archives/15985,India,1,1,1,1,33,5,0,0
/global/archives/15985,New Zealand,1,1,1,1,49,6,0,0
/global/archives/16005,France,1,1,1,1,148,5,0,0
/global/archives/16005,Spain,1,1,1,1,12,5,0,0
/global/archives/16060,Singapore,1,1,1,1,0,4,0,0
/global/archives/16060,South Korea,1,1,1,1,92,5,0,0
/global/archives/16154,Finland,1,1,1,1,38,5,0,0
/global/archives/16154,Malaysia,1,1,1,1,13,5,0,0
/global/archives/16154,Netherlands,1,1,1,1,11,6,0,0
/global/archives/16154,United Kingdom,1,1,1,1,21,5,0,0
/global/archives/16286,India,1,1,1,1,12,3,0,0
/global/archives/16286,Japan,1,2,1,1,0,5,0,0
/global/archives/16286,Switzerland,1,1,1,1,4,4,0,0
/global/archives/16286,United Kingdom,1,1,1,1,0,4,0,0
/global/archives/16308,France,1,1,1,1,7,6,0,0
/global/archives/16308,India,1,1,1,1,5,5,0,0
/global/archives/16334,India,1,2,1,1,0,4,0,0
/global/archives/16376,South Korea,1,1,1,1,5,5,0,0
/global/archives/16376,United States,1,1,1,1,0,4,0,0
/global/archives/16405,Spain,1,1,1,1,26,3,0,0
/global/archives/16448,Germany,1,1,1,1,50,6,0,0
/global/archives/16448,Hong Kong,1,1,1,1,16,4,0,0
/global/archives/16448,United Kingdom,1,1,1,1,0,4,0,0
/global/archives/16448,United States,1,1,1,1,24,4,0,0
/global/archives/16463,Canada,1,1,1,1,26,5,0,0
/global/archives/16463,Germany,1,1,1,1,18,5,0,0
/global/archives/16463,Netherlands,1,1,1,1,8,5,0,0
/global/archives/16463,Singapore,1,2,1,1,2,5,0,0
/global/archives/16463,United Kingdom,1,1,1,1,19,5,0,0
/global/archives/16480,India,1,1,1,1,3,5,0,0
/global/archives/16480,South Korea,1,1,1,1,25,5,0,0
/global/archives/16493,Hong Kong,1,1,1,1,146,5,0,0
/global/archives/16493,Nigeria,1,1,1,1,7,3,0,0
/global/archives/16493,Russia,1,1,1,1,106,5,0,0
/global/archives/16493,South Korea,1,1,1,1,0,4,0,0
/global/archives/16493,United States,1,1,1,1,114,6,0,0
/global/archives/16532,Germany,1,2,1,1,0,6,0,0
/global/archives/16532,Sweden,1,1,1,1,0,4,0,0
/global/archives/16532,United Kingdom,1,1,1,1,0,3,0,0
/global/archives/16583,China,1,1,1,1,73,4,0,0
/global/archives/16613,Belarus,1,1,1,1,0,4,0,0
/global/archives/16613,France,1,1,0,0,0,2,0,0
/global/archives/16719,India,1,1,1,1,0,4,0,0
/global/archives/16719,Singapore,1,1,1,1,126,5,0,0
/global/archives/16719,United States,1,1,1,1,249,5,0,0
/global/archives/16738,Switzerland,1,1,1,1,0,4,0,0
/global/archives/16738,United States,1,1,1,1,28,6,0,0
/global/archives/16787,South Korea,1,1,1,1,428,5,0,0
/global/archives/16787,United States,1,1,1,1,0,3,0,0
/global/archives/16834,Pakistan,1,1,1,1,5,5,0,0
/global/archives/16834,South Korea,1,2,1,1,0,5,0,0
/global/archives/16881,South Korea,1,1,1,1,51,4,0,0
/global/archives/16881,Taiwan,1,2,1,1,0,6,0,0
/global/archives/16939,South Korea,1,1,1,1,26,5,0,0
/global/archives/16970,South Korea,1,1,1,1,0,4,0,0
/global/archives/16970,United Kingdom,1,2,1,1,0,5,0,0
/global/archives/16970,Vietnam,1,1,1,1,9,6,0,0
/global/archives/17010,China,1,2,1,1,0,4,0,0
/global/archives/17010,Japan,1,1,1,1,15,5,0,0
/global/archives/17022,Latvia,1,1,1,1,25,6,0,0
/global/archives/17022,South Korea,1,1,1,1,8,4,0,0
/global/archives/17022,Thailand,1,1,1,1,24,5,0,0
/global/archives/17047,South Korea,1,1,1,1,6,6,0,0
/global/archives/17134,Indonesia,1,1,1,1,25,4,0,0
/global/archives/17144,South Korea,1,1,1,1,2,4,0,0
/global/archives/17169,Switzerland,1,1,1,1,81,6,0,0
/global/archives/17169,United States,1,1,1,1,57,6,0,0
/global/archives/17216,China,1,1,1,1,16,4,0,0
/global/archives/17216,France,1,2,1,1,0,6,0,0
/global/archives/17216,Hong Kong,1,2,0,0,0,5,0,0
/global/archives/17216,India,1,1,1,1,29,5,0,0
/global/archives/17216,United Kingdom,1,1,1,1,17,4,0,0
/global/archives/17216,Vietnam,1,1,1,1,17,5,0,0
/global/archives/17313,Japan,1,1,1,1,21,6,0,0
/global/archives/17313,Taiwan,1,1,1,1,13,5,0,0
/global/archives/17356,Finland,1,1,1,1,25,5,0,0
/global/archives/17356,India,1,1,1,1,26,5,0,0
/global/archives/17356,Netherlands,1,1,1,1,0,4,0,0
/global/archives/17356,South Korea,1,1,1,1,15,4,0,0
/global/archives/17356,Spain,1,2,1,1,0,5,0,0
/global/archives/17356,United States,1,1,1,1,0,4,0,0
/global/archives/17426,Indonesia,1,2,1,1,0,5,0,0
/global/archives/17426,Japan,1,1,0,0,0,4,0,0
/global/archives/17426,Portugal,1,1,1,1,9,4,0,0
/global/archives/17446,Finland,1,1,1,1,0,1,0,0
/global/archives/17446,Indonesia,1,1,1,1,40,5,0,0
/global/archives/17446,South Korea,1,1,1,1,12,5,0,0
/global/archives/17460,France,1,1,1,1,33,5,0,0
/global/archives/17460,Vietnam,1,1,1,1,0,4,0,0
/global/archives/17476,India,1,1,1,1,0,4,0,0
/global/archives/17476,Indonesia,1,3,1,1,0,8,0,0
/global/archives/17499,Hungary,1,1,1,1,250,5,0,0
/global/archives/17499,Indonesia,1,2,1,1,0,6,0,0
/global/archives/17499,Türkiye,1,1,1,1,247,5,0,0
/global/archives/17499,United Arab Emirates,1,1,1,1,134,5,0,0
/global/archives/17499,United Kingdom,1,1,1,1,0,4,0,0
/global/archives/17514,Indonesia,1,1,1,1,131,6,0,0
/global/archives/17514,South Korea,1,1,1,1,28,6,0,0
/global/archives/17569,India,1,1,1,1,752,5,0,0
/global/archives/17569,Malaysia,1,1,1,1,0,4,0,0
/global/archives/17569,South Korea,1,1,1,1,13,5,0,0
/global/archives/17569,United States,1,1,1,1,3,5,0,0
/global/archives/17595,Canada,1,1,1,1,49,5,0,0
/global/archives/17595,United Kingdom,1,1,1,1,40,4,0,0
/global/archives/17595,United States,1,1,1,1,20,5,0,0
/global/archives/17623,Indonesia,1,1,1,1,0,4,0,0
/global/archives/17623,Thailand,1,1,1,1,12,5,0,0
/global/archives/1768,Switzerland,1,1,1,1,0,4,0,0
/global/archives/17697,United States,1,1,1,1,21,5,0,0
/global/archives/17737,Indonesia,1,1,1,1,0,4,0,0
/global/archives/17817,Hong Kong,1,1,1,1,4,3,0,0
/global/archives/17817,Poland,1,1,1,1,28,6,0,0
/global/archives/17817,South Korea,1,1,1,1,2,5,0,0
/global/archives/17893,Canada,1,1,1,1,0,4,0,0
/global/archives/17950,China,1,2,1,1,23,3,0,0
/global/archives/17950,South Korea,1,1,1,1,29,4,0,0
