# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20241028
# 종료일: 20241103
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
/global/archives/13850,desktop,1,1,0,0,0,2,0,0
/global/archives/13981,mobile,1,1,1,1,0,2,0,0
/global/archives/1399,mobile,1,1,1,1,31,5,0,0
/global/archives/14078,mobile,1,1,1,1,24,5,0,0
/global/archives/14146,mobile,1,1,1,1,32,3,0,0
/global/archives/14179,mobile,1,1,1,1,102,5,0,0
/global/archives/14226,mobile,1,1,1,1,28,5,0,0
/global/archives/14243,mobile,1,1,1,1,0,4,0,0
/global/archives/14243,smart tv,1,1,1,1,0,4,0,0
/global/archives/14333,desktop,1,1,1,1,67,4,0,0
/global/archives/14354,desktop,1,1,1,1,71,5,0,0
/global/archives/14634,desktop,1,1,1,1,1,5,0,0
/global/archives/14740,desktop,1,1,1,1,2,4,0,0
/global/archives/14770,desktop,1,1,1,1,7,5,0,0
/global/archives/14770,mobile,1,1,1,1,0,2,0,0
/global/archives/15204,desktop,1,1,1,1,10,4,0,0
/global/archives/15353,mobile,1,1,1,1,0,2,0,0
/global/archives/15490,tablet,1,1,1,1,98,5,0,0
/global/archives/15623,desktop,1,1,1,1,0,4,0,0
/global/archives/15689,desktop,1,1,1,1,34,5,0,0
/global/archives/15840,desktop,1,1,1,1,18,5,0,0
/global/archives/15865,desktop,1,1,1,1,4,4,0,0
/global/archives/16005,desktop,1,1,1,1,12,5,0,0
/global/archives/16005,mobile,1,1,1,1,148,5,0,0
/global/archives/16154,mobile,1,1,0,0,0,3,0,0
/global/archives/16334,desktop,1,2,1,1,0,4,0,0
/global/archives/16405,mobile,1,1,1,1,26,3,0,0
/global/archives/16493,tablet,1,1,1,1,114,6,0,0
/global/archives/16532,mobile,1,2,1,1,0,6,0,0
/global/archives/16583,desktop,1,1,1,1,73,4,0,0
/global/archives/16613,desktop,1,1,1,1,0,4,0,0
/global/archives/16613,mobile,1,1,0,0,0,2,0,0
/global/archives/16787,desktop,1,1,1,1,428,5,0,0
/global/archives/16787,mobile,1,1,1,1,0,3,0,0
/global/archives/16970,mobile,1,1,1,1,9,6,0,0
/global/archives/17047,mobile,1,2,1,1,0,6,0,0
/global/archives/17134,desktop,1,1,1,1,25,4,0,0
/global/archives/17144,desktop,1,1,1,1,2,4,0,0
/global/archives/17216,mobile,1,1,1,1,11,3,0,0
/global/archives/17356,mobile,1,1,1,1,0,4,0,0
/global/archives/17426,mobile,1,1,1,1,41,5,0,0
/global/archives/17460,desktop,1,1,1,1,21,6,0,0
/global/archives/1768,desktop,1,1,1,1,0,4,0,0
/global/archives/17697,desktop,1,1,1,1,21,5,0,0
/global/archives/17737,mobile,1,1,1,1,0,4,0,0
/global/archives/17796,desktop,1,1,1,1,556,4,0,0
/global/archives/17796,mobile,1,1,1,1,0,2,0,0
/global/archives/17844,mobile,1,1,1,1,0,2,0,0
/global/archives/17965,desktop,1,1,1,1,50,3,0,0
/global/archives/17978,desktop,1,1,1,1,0,2,0,0
/global/archives/17978,tablet,1,1,1,1,20,4,0,0
/global/archives/18022,mobile,1,1,1,1,0,4,0,0
/global/archives/18065,mobile,1,1,1,1,3,4,0,0
/global/archives/18208,desktop,1,1,1,1,0,3,0,0
/global/archives/18301,mobile,1,1,1,1,96,5,0,0
/global/archives/18374,mobile,1,1,1,1,7,5,0,0
/global/archives/18388,mobile,1,1,1,1,14,4,0,0
/global/archives/18478,mobile,1,1,1,1,52,4,0,0
/global/archives/18639,desktop,1,1,1,1,26,5,0,0
/global/archives/18639,mobile,1,1,1,1,0,4,0,0
/global/archives/18659,mobile,1,1,1,1,28,5,0,0
/global/archives/18708,desktop,1,1,1,1,3,5,0,0
/global/archives/18743,mobile,1,1,1,1,0,2,0,0
/global/archives/18753,mobile,1,1,1,1,0,2,0,0
/global/archives/19108,desktop,1,1,1,1,92,3,0,0
/global/archives/19128,desktop,1,1,1,1,0,3,0,0
/global/archives/19154,mobile,1,2,1,1,41,7,0,0
/global/archives/19154,tablet,1,1,1,1,0,4,0,0
/global/archives/19179,tablet,1,1,1,1,1,3,0,0
/global/archives/19230,mobile,1,1,1,1,9,3,0,0
/global/archives/19328,desktop,1,1,1,1,11,4,0,0
/global/archives/19421,tablet,1,1,1,1,0,4,0,0
/global/archives/2212,desktop,1,1,1,1,156,4,0,0
/global/archives/2241,mobile,1,1,1,1,24,5,0,0
/global/archives/2490,desktop,1,1,1,1,27,5,0,0
/global/archives/253,desktop,1,1,1,1,25,5,0,0
/global/archives/2576,mobile,1,1,1,1,289,5,0,0
/global/archives/2635,desktop,1,2,1,1,0,6,0,0
/global/archives/2756,desktop,1,1,1,1,96,4,0,0
/global/archives/311,desktop,1,1,1,1,12,5,0,0
/global/archives/311,mobile,1,1,1,1,0,4,0,0
/global/archives/3123,desktop,1,1,1,1,1,2,0,0
/global/archives/3197,desktop,1,1,1,1,1,5,0,0
/global/archives/3220,desktop,1,2,1,1,0,5,0,0
/global/archives/3464,desktop,1,1,1,1,17,6,0,0
/global/archives/3473,desktop,1,1,1,1,0,4,0,0
/global/archives/3709,desktop,1,1,1,1,0,4,0,0
/global/archives/3709,mobile,1,1,1,1,6,4,0,0
/global/archives/3741,desktop,1,1,1,1,10,3,0,0
/global/archives/3830,desktop,1,1,1,1,0,4,0,0
/global/archives/4077,desktop,1,1,1,1,2,2,0,0
/global/archives/4086,mobile,1,1,1,1,21,5,0,0
/global/archives/4146,desktop,1,1,1,1,22,6,0,0
/global/archives/4193,desktop,1,1,1,1,68,6,0,0
/global/archives/441,mobile,1,1,1,1,74,6,0,0
/global/archives/4450,desktop,1,1,1,1,141,5,0,0
/global/archives/4482,mobile,1,1,1,1,0,4,0,0
/global/archives/4482,tablet,1,1,1,1,176,5,0,0
/global/archives/4612,mobile,1,2,1,1,0,6,0,0
/global/archives/4614,desktop,1,1,1,1,58,4,0,0
/global/archives/4728,desktop,1,1,1,1,54,6,0,0
/global/archives/4793,mobile,1,1,1,1,0,4,0,0
/global/archives/5016,desktop,1,1,1,1,0,4,0,0
/global/archives/5205,desktop,1,1,1,1,119,6,0,0
/global/archives/5225,desktop,1,1,1,1,8,4,0,0
/global/archives/5234,desktop,1,1,1,1,6,5,0,0
/global/archives/5651,desktop,1,2,1,1,0,6,0,0
/global/archives/5692,desktop,1,2,1,1,87,7,0,0
/global/archives/5804,desktop,1,1,1,1,7,5,0,0
/global/archives/5893,desktop,1,1,1,1,0,4,0,0
/global/archives/6072,mobile,1,1,1,1,0,5,0,0
/global/archives/6253,desktop,1,2,2,0.5,9,7,0,0
/global/archives/6377,desktop,1,1,1,1,0,3,0,0
/global/archives/6436,desktop,1,1,1,1,24,4,0,0
/global/archives/6546,desktop,1,1,1,1,0,3,0,0
/global/archives/6683,desktop,1,1,1,1,7,5,0,0
/global/archives/6710,desktop,1,1,0,0,0,3,0,0
/global/archives/6870,desktop,1,2,1,1,5,7,0,0
/global/archives/6998,desktop,1,1,1,1,41,4,0,0
/global/archives/7177,mobile,1,1,1,1,127,6,0,0
/global/archives/7221,desktop,1,1,1,1,0,4,0,0
/global/archives/7245,mobile,1,1,1,1,192,5,0,0
/global/archives/7292,desktop,1,1,1,1,35,3,0,0
/global/archives/733,mobile,1,1,1,1,14,5,0,0
/global/archives/7353,desktop,1,1,1,1,16,5,0,0
/global/archives/7710,desktop,1,1,1,1,0,3,0,0
/global/archives/7919,desktop,1,1,1,1,0,4,0,0
/global/archives/7961,desktop,1,1,1,1,0,3,0,0
/global/archives/7961,mobile,1,1,1,1,28,5,0,0
/global/archives/8152,desktop,1,1,1,1,0,2,0,0
/global/archives/822,mobile,1,1,1,1,3,4,0,0
/global/archives/8230,desktop,1,1,1,1,0,3,0,0
/global/archives/8298,desktop,1,1,1,1,31,6,0,0
/global/archives/8298,mobile,1,1,1,1,0,4,0,0
/global/archives/8310,mobile,1,1,1,1,21,6,0,0
/global/archives/8310L,desktop,1,1,1,1,0,3,0,0
/global/archives/8899,mobile,1,1,1,1,0,4,0,0
/global/archives/8972,desktop,1,1,1,1,21,6,0,0
/global/archives/9079,desktop,1,1,1,1,20,6,0,0
/global/archives/9480,desktop,1,1,1,1,220,4,0,0
/global/archives/9493,desktop,1,1,1,1,45,5,0,0
/global/archives/9548,desktop,1,1,1,1,8,3,0,0
/global/archives/9682,desktop,1,1,1,1,2,3,0,0
/global/archives/9740,mobile,1,1,1,1,26,5,0,0
/global/archives/9740,tablet,1,1,1,1,0,4,0,0
/global/archives/9786,smart tv,1,1,1,1,0,3,0,0
/global/archives/9797,desktop,1,2,1,1,0,5,0,0
/global/archives/9951,desktop,1,1,1,1,29,5,0,0
/global/archives/category/ces/ces-2022-ces-2022,desktop,1,1,1,1,3,4,0,0
/global/archives/category/corporate/sk-enmove,mobile,1,1,1,1,0,4,0,0
/global/archives/category/corporate/sk-ie-technology,desktop,1,1,1,1,20,4,0,0
/global/archives/category/corporates,mobile,1,1,1,1,0,4,0,0
/global/archives/category/corporates/sk-enmove,mobile,1,1,1,1,71,4,0,0
/global/archives/category/corporates/sk-geo-centric,tablet,1,1,1,1,14,3,0,0
/global/archives/category/people/ceo-leaders,desktop,1,1,1,1,0,2,0,0
/global/archives/category/press-room/issue-fact,mobile,1,1,1,1,7,4,0,0
/global/archives/category/press-room/press-release,mobile,1,1,1,1,85,4,0,0
/global/archives/category/social-value/opinions,desktop,1,1,1,1,5,5,0,0
/global/archives/tag/2020大韩民国环保包装论坛,desktop,1,1,1,1,0,4,0,0
/global/archives/tag/2021,desktop,1,1,1,1,5,5,0,0
/global/archives/tag/2021,mobile,1,1,1,1,0,5,0,0
/global/archives/tag/2022-esg-report,desktop,1,1,1,1,3,5,0,0
/global/archives/tag/2024-q1,mobile,1,1,1,1,8,5,0,0
/global/archives/tag/abs,desktop,1,1,1,1,3,5,0,0
/global/archives/tag/advanced-plastic-recycling-cluster,tablet,1,1,1,1,8,3,0,0
/global/archives/tag/australia,desktop,1,1,1,1,5,4,0,0
/global/archives/tag/battery,mobile,1,1,1,1,11,4,0,0
/global/archives/tag/bmw,mobile,1,1,1,1,3,5,0,0
/global/archives/tag/conference,desktop,1,1,1,1,3,5,0,0
/global/archives/tag/crude-oil,desktop,1,1,1,1,17,4,0,0
/global/archives/tag/daejeon,desktop,1,1,1,1,5,4,0,0
/global/archives/tag/eaa-plant,desktop,1,1,1,1,7,5,0,0
/global/archives/tag/ecopro,desktop,1,1,1,1,15,5,0,0
/global/archives/tag/electrolyte,desktop,1,1,1,1,5,4,0,0
/global/archives/tag/envirun-for-the-earth,desktop,1,1,1,1,4,5,0,0
/global/archives/tag/esg,desktop,1,1,1,1,5,5,0,0
/global/archives/tag/ess,desktop,1,1,1,1,0,4,0,0
/global/archives/tag/europe,mobile,1,1,1,1,6,5,0,0
/global/archives/tag/f-150-lightning,mobile,1,1,1,1,0,4,0,0
/global/archives/tag/freeport,desktop,1,1,1,1,7,4,0,0
/global/archives/tag/georgia,desktop,1,1,1,1,16,4,0,0
/global/archives/tag/germany,desktop,1,1,1,1,0,3,0,0
/global/archives/tag/gmf,mobile,1,1,1,1,0,3,0,0
/global/archives/tag/hg-initiative,desktop,1,1,1,1,4,5,0,0
/global/archives/tag/houston,mobile,1,1,1,1,8,6,0,0
/global/archives/tag/interbattery-2023,desktop,1,1,1,1,1,5,0,0
/global/archives/tag/iodine,mobile,1,1,1,1,15,6,0,0
/global/archives/tag/iscc,desktop,1,1,1,1,0,3,0,0
/global/archives/tag/jee-dong-seob,mobile,1,1,1,1,3,4,0,0
/global/archives/tag/job-fair,mobile,1,1,1,1,5,4,0,0
/global/archives/tag/joshua-han,mobile,1,1,1,1,0,3,0,0
/global/archives/tag/kentucky,desktop,1,1,1,1,29,6,0,0
/global/archives/tag/lee-seong-jun,desktop,1,1,1,1,4,5,0,0
/global/archives/tag/libs,desktop,1,2,1,1,0,5,0,0
/global/archives/tag/malaysia,desktop,1,1,1,1,4,5,0,0
/global/archives/tag/marine-innovation,desktop,1,1,1,1,47,6,0,0
/global/archives/tag/market-kurly,mobile,1,1,1,1,4,5,0,0
/global/archives/tag/merger,desktop,1,1,1,1,0,1,0,0
/global/archives/tag/natural-graphite,desktop,1,2,1,1,6,6,0,0
/global/archives/tag/ncm9,mobile,1,1,1,1,0,3,0,0
/global/archives/tag/nmc,desktop,1,1,1,1,9,5,0,0
/global/archives/tag/northvolt,desktop,1,1,1,1,6,5,0,0
/global/archives/tag/oil-spill,desktop,1,1,1,1,0,4,0,0
/global/archives/tag/petroleum,desktop,1,1,1,1,46,5,0,0
/global/archives/tag/petronas,mobile,1,1,1,1,52,6,0,0
/global/archives/tag/plastic-recycling,tablet,1,1,1,1,21,4,0,0
/global/archives/tag/plogging,desktop,1,2,1,1,0,5,0,0
/global/archives/tag/poland,mobile,1,1,1,1,44,5,0,0
/global/archives/tag/pta,desktop,1,1,1,1,9,4,0,0
/global/archives/tag/pyrolysis,desktop,1,1,1,1,35,5,0,0
/global/archives/tag/sabic-sk-nexlene-company,desktop,1,1,1,1,6,4,0,0
/global/archives/tag/seosan,desktop,1,1,1,1,11,5,0,0
/global/archives/tag/separator,desktop,1,1,1,1,39,4,0,0
/global/archives/tag/sk-battery-america,desktop,1,1,1,1,8,5,0,0
/global/archives/tag/sk-earthon-kuala-lumpur,desktop,1,1,1,1,5,3,0,0
/global/archives/tag/sk-gc-americas,desktop,1,1,1,1,2,5,0,0
/global/archives/tag/sk-global-chemical,desktop,1,1,1,1,5,5,0,0
/global/archives/tag/sk-global-chemical-shanghai,desktop,1,1,1,1,7,5,0,0
/global/archives/tag/sk-green,mobile,1,1,1,1,3,5,0,0
/global/archives/tag/sk-group,mobile,1,1,1,1,0,3,0,0
/global/archives/tag/sk-lubricants-oil-india,desktop,1,1,1,1,7,5,0,0
/global/archives/tag/sk-primacor-americas,desktop,1,1,1,1,3,5,0,0
/global/archives/tag/skei-singapore,desktop,1,1,1,1,28,5,0,0
/global/archives/tag/sken,desktop,1,1,1,1,15,5,0,0
/global/archives/tag/sken,mobile,1,1,0,0,0,3,0,0
/global/archives/tag/skeo,mobile,1,1,1,1,30,3,0,0
/global/archives/tag/skgc,mobile,1,1,1,1,69,5,0,0
/global/archives/tag/sko,mobile,1,1,1,1,28,5,0,0
/global/archives/tag/sk综合化学上海,mobile,1,1,1,1,0,4,0,0
/global/archives/tag/small-modular-reactor,desktop,1,1,1,1,1,6,0,0
/global/archives/tag/sunwoda,desktop,1,1,1,1,13,5,0,0
/global/archives/tag/tesla,mobile,1,1,1,1,0,4,0,0
/global/archives/tag/tesla,smart tv,1,1,1,1,0,5,0,0
/global/archives/tag/turkey,desktop,1,1,1,1,20,4,0,0
/global/archives/tag/turkey,mobile,1,1,0,0,0,2,0,0
/global/archives/tag/ulsan-complex,desktop,1,1,1,1,14,3,0,0
/global/archives/tag/vietnam,desktop,1,1,0,0,0,4,0,0
/global/archives/tag/vwbe,mobile,1,1,1,1,3,5,0,0
/global/archives/tag/warm-mix-asphalt,desktop,1,1,1,1,3,5,0,0
/global/archives/tag/yubase,desktop,1,1,1,1,5,5,0,0
/global/archives/tag/ဒီရေတောများပြန်လည်ပျို,desktop,1,1,1,1,14,5,0,0
/global/archives/tag/ဒီရေတောများပြန်လည်ပျို,mobile,1,1,1,1,0,5,0,0
/global/archives/tag/常州,mobile,1,1,1,1,0,4,0,0
/global/archives/tag/电动汽车,mobile,1,1,1,1,0,4,0,0
/global/archives/tag/电动汽车电池,desktop,1,1,1,1,0,4,0,0
/global/archives/tag/电池,desktop,1,1,1,1,12,5,0,0
/global/archives/tag/电池,mobile,1,1,1,1,0,4,0,0
/global/archives/4844,desktop,0,1,1,0,61,2,0,0
/global/archives/6658,desktop,0,1,0,0,0,2,0,0
/global/archives/736,desktop,0,1,0,0,0,2,0,0
/global/archives/tag/中韩石化,mobile,0,1,1,0,0,1,0,0
/global/archives/tag/电动汽车,desktop,0,1,1,0,4,2,0,0
