# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240101
# 종료일: 20240107
페이지 경로 및 화면 클래스,기기 카테고리,조회수,세션수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,전환,총 수익
/global/archives/category/social-value/csr-program,desktop,1,1,1,1,54,4,0,0
/global/archives/tag/baas,desktop,1,2,1,1,15,4,0,0
/global/archives/tag/carbon-capture,desktop,1,2,1,1,30,5,0,0
/global/archives/tag/carbon-neutrality,desktop,1,1,1,1,11,5,0,0
/global/archives/tag/cdp,desktop,1,1,1,1,4,5,0,0
/global/archives/tag/ces-2023,desktop,1,1,1,1,18,5,0,0
/global/archives/tag/charging,desktop,1,2,1,1,4,4,0,0
/global/archives/tag/china-ev-100-forum,desktop,1,1,1,1,10,5,0,0
/global/archives/tag/e-mobility,desktop,1,1,1,1,0,3,0,0
/global/archives/tag/ek-energy,desktop,1,1,1,1,2,5,0,0
/global/archives/tag/envirun-for-the-earth,desktop,1,1,1,1,2,3,0,0
/global/archives/tag/fcw,desktop,1,1,1,1,44,6,0,0
/global/archives/tag/global-boiling,desktop,1,1,1,1,9,4,0,0
/global/archives/tag/hungary,desktop,1,1,1,1,75,6,0,0
/global/archives/tag/inspire-happiness,desktop,1,1,1,1,20,4,0,0
/global/archives/tag/jee-dong-seob,desktop,1,1,1,1,27,5,0,0
/global/archives/tag/jee-dong-seob,mobile,1,1,1,1,56,6,0,0
/global/archives/tag/jva,mobile,1,1,1,1,5,5,0,0
/global/archives/tag/kaiwa,mobile,1,1,1,1,3,5,0,0
/global/archives/tag/komarom,desktop,1,1,1,1,8,5,0,0
/global/archives/tag/korea-hydro-nuclear-power,desktop,1,2,1,1,0,6,0,0
/global/archives/tag/lac-da-trang,desktop,1,1,1,1,6,4,0,0
/global/archives/tag/liquid-immersion-cooling-system,tablet,1,1,1,1,6,6,0,0
/global/archives/tag/lithium-ion-battery,mobile,1,1,1,1,7,5,0,0
/global/archives/tag/ncm9,desktop,1,1,1,1,9,4,0,0
/global/archives/tag/nft,desktop,1,1,1,1,6,6,0,0
/global/archives/tag/plastic-energy,desktop,1,1,1,1,14,4,0,0
/global/archives/tag/plastic-recycling,desktop,1,1,1,1,4,4,0,0
/global/archives/tag/pm-cic,desktop,1,1,1,1,6,5,0,0
/global/archives/tag/purecycle-technologies,desktop,1,1,1,1,117,5,0,0
/global/archives/tag/quebec,desktop,1,1,1,1,13,4,0,0
/global/archives/tag/singapore,desktop,1,1,1,1,44,6,0,0
/global/archives/tag/sk-battery-america,desktop,1,1,1,1,4,4,0,0
/global/archives/tag/sk-gc-americas,desktop,1,1,1,1,8,6,0,0
/global/archives/tag/sk-geo-centric,desktop,1,1,1,1,13,4,0,0
/global/archives/tag/sk-group,desktop,1,1,1,1,11,5,0,0
/global/archives/tag/sk-hi-tech-battery-materials-poland,mobile,1,1,1,1,15,6,0,0
/global/archives/tag/sk-innovation,desktop,1,1,1,1,29,4,0,0
/global/archives/tag/sk-tank-terminal,desktop,1,1,1,1,10,4,0,0
/global/archives/tag/sk-wonderland,mobile,1,1,1,1,15,6,0,0
/global/archives/tag/skba,mobile,1,1,1,1,3,5,0,0
/global/archives/tag/skbh,desktop,1,1,1,1,5,4,0,0
/global/archives/tag/skbh,mobile,1,1,1,1,64,6,0,0
/global/archives/tag/skbm,desktop,1,1,1,1,7,5,0,0
/global/archives/tag/skbmc,desktop,1,1,0,0,0,3,0,0
/global/archives/tag/skbmp,desktop,1,1,1,1,0,4,0,0
/global/archives/tag/skei-singapore,mobile,1,1,1,1,4,5,0,0
/global/archives/tag/skgca,desktop,1,1,1,1,5,5,0,0
/global/archives/tag/skgca,mobile,1,1,1,1,5,3,0,0
/global/archives/tag/sk综合化学,desktop,1,2,1,1,0,6,0,0
/global/archives/tag/solid-power,desktop,1,1,1,1,20,5,0,0
/global/archives/tag/ulsan-complex,desktop,1,1,1,1,13,4,0,0
/global/archives/tag/yubase,desktop,1,1,1,1,0,4,0,0
/global/archives/tag/yubase,mobile,1,1,1,1,16,4,0,0
/global/archives/tag/yukong,desktop,1,1,1,1,1,5,0,0
/global/privacy-policy,desktop,1,1,1,1,27,3,0,0
/global/archives/9631,desktop,0,1,1,0,0,2,0,0
/global/archives/category/corporate/sk-on,tablet,0,1,1,0,8,2,0,0
