# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: SK이노베이션(한글)
# 속성: SK이노베이션 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240801
# 종료일: 20240831
페이지 경로 및 화면 클래스,기기 카테고리,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/archives/98107,mobile,9,7,1.2857142857142858,74.28571428571429,42,0,0
/archives/98731,mobile,9,7,1.2857142857142858,20.571428571428573,34,0,0
/archives/98805,desktop,9,6,1.5,27.666666666666668,49,0,0
/archives/98931,mobile,9,1,9,13,26,0,0
/archives/category/field-news/inno-field,mobile,9,6,1.5,41,32,0,0
/archives/category/industry-and-insight/inno-column,mobile,9,4,2.25,18.75,28,0,0
/archives/tag/mou,desktop,9,3,3,17.333333333333332,38,0,0
/archives/tag/봉사활동,desktop,9,5,1.8,63.2,47,0,0
/archives/tag/오픈-이노베이션,desktop,9,7,1.2857142857142858,12.428571428571429,40,0,0
/archives/100113,desktop,8,7,1.1428571428571428,38.142857142857146,36,0,0
/archives/10019,mobile,8,6,1.3333333333333333,27,33,0,0
/archives/102328,desktop,8,7,1.1428571428571428,16,38,0,0
/archives/102756,desktop,8,8,1,35.875,37,0,0
/archives/103594,desktop,8,6,1.3333333333333333,53,39,0,0
/archives/104596,desktop,8,7,1.1428571428571428,10.857142857142858,37,0,0
/archives/104829,desktop,8,4,2,50.25,30,0,0
/archives/105532,desktop,8,7,1.1428571428571428,64.57142857142857,35,0,0
/archives/105532,mobile,8,7,1.1428571428571428,9.857142857142858,32,0,0
/archives/105691,mobile,8,4,2,39.5,30,0,0
/archives/106126,desktop,8,7,1.1428571428571428,63.57142857142857,32,0,0
/archives/106205,mobile,8,8,1,46.875,38,0,0
/archives/106345,mobile,8,8,1,9.375,38,0,0
/archives/107822,desktop,8,7,1.1428571428571428,21,38,0,0
/archives/108736,mobile,8,8,1,5.75,36,0,0
/archives/109118,mobile,8,7,1.1428571428571428,26.142857142857142,34,0,0
/archives/110975,desktop,8,6,1.3333333333333333,31.5,37,0,0
/archives/111283,desktop,8,8,1,24.5,41,0,0
/archives/112156,desktop,8,7,1.1428571428571428,7.142857142857143,32,0,0
/archives/112487,mobile,8,6,1.3333333333333333,40.333333333333336,38,0,0
/archives/112724,desktop,8,8,1,96,33,0,0
/archives/113226,mobile,8,8,1,59.75,35,0,0
/archives/113289,desktop,8,6,1.3333333333333333,31.166666666666668,34,0,0
/archives/113565,desktop,8,7,1.1428571428571428,54.285714285714285,41,0,0
/archives/114014,mobile,8,7,1.1428571428571428,7.285714285714286,33,0,0
/archives/114206,desktop,8,6,1.3333333333333333,17,31,0,0
/archives/114412,desktop,8,8,1,43.5,35,0,0
/archives/115214,mobile,8,7,1.1428571428571428,129.85714285714286,24,0,0
/archives/115258,mobile,8,5,1.6,38.4,30,0,0
/archives/115517,mobile,8,7,1.1428571428571428,35.42857142857143,34,0,0
/archives/115985,desktop,8,8,1,229.125,32,0,0
/archives/116170,tablet,8,6,1.3333333333333333,61,29,0,0
/archives/14136,desktop,8,7,1.1428571428571428,10.857142857142858,40,0,0
/archives/14965,desktop,8,6,1.3333333333333333,41,31,0,0
/archives/18648,mobile,8,7,1.1428571428571428,11.142857142857142,33,0,0
/archives/24005,desktop,8,8,1,16.75,39,0,0
/archives/25623,mobile,8,5,1.6,36.2,32,0,0
/archives/25955,desktop,8,8,1,34,42,0,0
/archives/26186,desktop,8,8,1,61,40,0,0
/archives/28520,tablet,8,5,1.6,60,32,0,0
/archives/30145,desktop,8,6,1.3333333333333333,75.5,38,0,0
/archives/32681,desktop,8,8,1,17.875,43,0,0
/archives/32681,mobile,8,8,1,27.5,40,0,0
/archives/37759,desktop,8,7,1.1428571428571428,27.571428571428573,38,0,0
/archives/38114,mobile,8,6,1.3333333333333333,17.5,35,0,0
/archives/57491,desktop,8,4,2,122,31,0,0
/archives/59820,mobile,8,7,1.1428571428571428,57.714285714285715,37,0,0
/archives/60291,tablet,8,4,2,60.25,29,0,0
/archives/60327,desktop,8,7,1.1428571428571428,15,39,0,0
/archives/69864,desktop,8,7,1.1428571428571428,31.428571428571427,34,0,0
/archives/70521,mobile,8,7,1.1428571428571428,9.857142857142858,33,0,0
/archives/72036,desktop,8,8,1,28.75,45,0,0
/archives/72390,mobile,8,7,1.1428571428571428,36.142857142857146,42,0,0
/archives/72552,desktop,8,8,1,31.125,40,0,0
/archives/77887,desktop,8,5,1.6,18.6,34,0,0
/archives/7918,desktop,8,6,1.3333333333333333,158.16666666666666,38,0,0
/archives/8171,mobile,8,7,1.1428571428571428,19.571428571428573,33,0,0
/archives/8502,tablet,8,6,1.3333333333333333,17.5,32,0,0
/archives/88816,desktop,8,5,1.6,71,38,0,0
/archives/89053,desktop,8,7,1.1428571428571428,20.142857142857142,37,0,0
/archives/8935,tablet,8,7,1.1428571428571428,36.714285714285715,36,0,0
/archives/90811,desktop,8,8,1,47.875,43,0,0
/archives/92880,desktop,8,7,1.1428571428571428,23.285714285714285,35,0,0
/archives/9299,desktop,8,7,1.1428571428571428,198.28571428571428,33,0,0
/archives/93757,mobile,8,7,1.1428571428571428,16.428571428571427,32,0,0
/archives/93780,desktop,8,7,1.1428571428571428,45.142857142857146,39,0,0
/archives/95609,desktop,8,7,1.1428571428571428,33.714285714285715,42,0,0
/archives/95732,desktop,8,5,1.6,24.6,32,0,0
/archives/95863,desktop,8,7,1.1428571428571428,19.714285714285715,33,0,0
/archives/96879,mobile,8,6,1.3333333333333333,75.33333333333333,35,0,0
/archives/96953,desktop,8,8,1,9,18,0,0
/archives/9705,desktop,8,8,1,27.375,41,0,0
/archives/97264,mobile,8,6,1.3333333333333333,38.666666666666664,37,0,0
/archives/97687,desktop,8,5,1.6,23.4,30,0,0
/archives/9807,mobile,8,6,1.3333333333333333,34.833333333333336,31,0,0
/archives/99361,mobile,8,8,1,33,36,0,0
/archives/99932,desktop,8,7,1.1428571428571428,27.285714285714285,36,0,0
/archives/99949,desktop,8,5,1.6,41.8,38,0,0
/archives/category/field-news/management,mobile,8,4,2,16.25,26,0,0
/archives/tag/배터리,mobile,8,7,1.1428571428571428,3.5714285714285716,35,0,0
/archives/tag/신입사원-교육과정,desktop,8,6,1.3333333333333333,8.333333333333334,33,0,0
/archives/tag/전도성-유리-분리막,mobile,8,3,2.6666666666666665,13.333333333333334,35,0,0
/archives/tag/행복키움,desktop,8,6,1.3333333333333333,3.8333333333333335,32,0,0
/archives/100207,desktop,7,5,1.4,21,30,0,0
/archives/100553,mobile,7,6,1.1666666666666667,51.5,34,0,0
/archives/102075,desktop,7,7,1,29,29,0,0
/archives/103178,desktop,7,6,1.1666666666666667,34.833333333333336,28,0,0
/archives/103233,desktop,7,6,1.1666666666666667,22.166666666666668,30,0,0
/archives/103349,mobile,7,7,1,16.428571428571427,30,0,0
/archives/103500,mobile,7,4,1.75,0.25,26,0,0
/archives/103688,mobile,7,7,1,17.285714285714285,32,0,0
/archives/104493,mobile,7,2,3.5,40,21,0,0
/archives/104533,desktop,7,6,1.1666666666666667,55.5,28,0,0
/archives/10512,desktop,7,7,1,19.285714285714285,34,0,0
/archives/105521,desktop,7,6,1.1666666666666667,22.166666666666668,34,0,0
/archives/105651,desktop,7,5,1.4,32.2,34,0,0
/archives/107857,desktop,7,6,1.1666666666666667,38.5,30,0,0
/archives/108569,desktop,7,5,1.4,43,26,0,0
/archives/108569,mobile,7,3,2.3333333333333335,10,23,0,0
/archives/109462,desktop,7,6,1.1666666666666667,15.666666666666666,34,0,0
/archives/109765,desktop,7,6,1.1666666666666667,43.333333333333336,35,0,0
/archives/110819,mobile,7,6,1.1666666666666667,32,29,0,0
/archives/111302,desktop,7,7,1,16.428571428571427,32,0,0
/archives/112544,desktop,7,7,1,86.85714285714286,29,0,0
/archives/112776,mobile,7,7,1,21.571428571428573,32,0,0
/archives/113218,desktop,7,6,1.1666666666666667,11,36,0,0
/archives/114530,mobile,7,6,1.1666666666666667,34,27,0,0
/archives/115209,desktop,7,7,1,17.142857142857142,30,0,0
/archives/115674,tablet,7,5,1.4,98.4,28,0,0
/archives/115896,desktop,7,6,1.1666666666666667,8.333333333333334,33,0,0
/archives/116007,mobile,7,5,1.4,2.2,23,0,0
/archives/11761,mobile,7,6,1.1666666666666667,55.666666666666664,32,0,0
/archives/14040,desktop,7,8,0.875,22.75,31,0,0
/archives/17876,desktop,7,6,1.1666666666666667,48.5,34,0,0
/archives/20287,desktop,7,7,1,100.14285714285714,36,0,0
/archives/21543,desktop,7,5,1.4,28.2,27,0,0
/archives/21649,desktop,7,7,1,12,31,0,0
/archives/22310,mobile,7,7,1,66.42857142857143,38,0,0
/archives/22805,desktop,7,7,1,23.857142857142858,37,0,0
/archives/23957,desktop,7,7,1,49.142857142857146,38,0,0
/archives/26114,desktop,7,6,1.1666666666666667,56.666666666666664,32,0,0
/archives/33833,desktop,7,6,1.1666666666666667,49.166666666666664,31,0,0
/archives/34426,desktop,7,6,1.1666666666666667,20.5,35,0,0
/archives/45977,mobile,7,6,1.1666666666666667,39.833333333333336,32,0,0
/archives/46278,desktop,7,7,1,57.57142857142857,32,0,0
/archives/47000,desktop,7,7,1,164.14285714285714,35,0,0
/archives/47192,desktop,7,6,1.1666666666666667,17.5,35,0,0
/archives/48690,desktop,7,7,1,8.857142857142858,32,0,0
/archives/54522,desktop,7,6,1.1666666666666667,41,35,0,0
/archives/58745,mobile,7,4,1.75,21.25,26,0,0
/archives/61110,desktop,7,5,1.4,22.8,30,0,0
/archives/64250,desktop,7,7,1,8.428571428571429,29,0,0
/archives/66709,desktop,7,3,2.3333333333333335,23.666666666666668,29,0,0
/archives/68608,desktop,7,6,1.1666666666666667,48.833333333333336,29,0,0
/archives/6947,desktop,7,4,1.75,271,30,0,0
/archives/70737,desktop,7,7,1,18.571428571428573,31,0,0
/archives/72120,mobile,7,6,1.1666666666666667,29,33,0,0
/archives/72390,desktop,7,6,1.1666666666666667,33,32,0,0
/archives/72610,desktop,7,5,1.4,31.6,35,0,0
/archives/7268,mobile,7,5,1.4,54.4,29,0,0
/archives/7938,desktop,7,6,1.1666666666666667,33.166666666666664,34,0,0
/archives/80526,desktop,7,7,1,18.142857142857142,32,0,0
/archives/8227,desktop,7,5,1.4,11.4,26,0,0
/archives/8269,desktop,7,7,1,8.428571428571429,36,0,0
/archives/8460,desktop,7,6,1.1666666666666667,25,29,0,0
/archives/85187,mobile,7,5,1.4,6.4,24,0,0
/archives/8754,desktop,7,4,1.75,72.75,31,0,0
/archives/87887,desktop,7,7,1,54.285714285714285,28,0,0
/archives/88339,desktop,7,7,1,27.142857142857142,30,0,0
/archives/89190,desktop,7,5,1.4,18.2,24,0,0
/archives/90978,mobile,7,5,1.4,80.2,36,0,0
/archives/91050,mobile,7,7,1,46.42857142857143,33,0,0
/archives/91087,desktop,7,7,1,8.714285714285714,27,0,0
/archives/92277,mobile,7,5,1.4,65,29,0,0
/archives/92800,desktop,7,7,1,35.857142857142854,35,0,0
/archives/92880,tablet,7,6,1.1666666666666667,50.5,29,0,0
/archives/93988,desktop,7,6,1.1666666666666667,33.833333333333336,33,0,0
/archives/95380,desktop,7,6,1.1666666666666667,26.333333333333332,35,0,0
/archives/96097,desktop,7,7,1,19.142857142857142,38,0,0
/archives/96535,desktop,7,7,1,49.857142857142854,37,0,0
/archives/97264퓨릿 내부자료20240603_퓨릿_조금씩 이루어지는 다변화_한국IR협의회,desktop,7,2,3.5,4,28,0,0
/archives/97763,mobile,7,3,2.3333333333333335,10.666666666666666,25,0,0
/archives/98694,desktop,7,6,1.1666666666666667,9.333333333333334,34,0,0
/archives/98956,desktop,7,5,1.4,40.4,37,0,0
/archives/98991,desktop,7,5,1.4,60.2,27,0,0
/archives/99678,desktop,7,6,1.1666666666666667,46,33,0,0
/archives/tag/사내-유치원,desktop,7,5,1.4,5.6,34,0,0
/archives/tag/솔룩스-플러스,mobile,7,5,1.4,8,31,0,0
/archives/tag/창립기념일,mobile,7,5,1.4,6.6,30,0,0
/archives/tag/팩트체크해유,desktop,7,3,2.3333333333333335,6.666666666666667,30,0,0
/privacy20210908,desktop,7,7,1,14.857142857142858,34,0,0
/sr-report-2-2,desktop,7,4,1.75,35,35,0,0
/archives/100327,desktop,6,5,1.2,37.4,32,0,0
/archives/100970,desktop,6,6,1,31.666666666666668,33,0,0
/archives/102329,desktop,6,5,1.2,18.2,29,0,0
/archives/102896,desktop,6,6,1,26.833333333333332,30,0,0
/archives/103076,desktop,6,4,1.5,29,29,0,0
/archives/103092,desktop,6,6,1,46.333333333333336,31,0,0
/archives/103336,mobile,6,4,1.5,31,26,0,0
/archives/103372,desktop,6,5,1.2,22,28,0,0
/archives/103372,mobile,6,6,1,26.166666666666668,27,0,0
/archives/103400,mobile,6,5,1.2,1.2,25,0,0
/archives/103704,desktop,6,5,1.2,115.8,24,0,0
/archives/103932,mobile,6,6,1,10.5,25,0,0
/archives/103988,desktop,6,5,1.2,12.4,30,0,0
/archives/105131,mobile,6,6,1,31.5,31,0,0
/archives/105440,desktop,6,6,1,16.833333333333332,26,0,0
/archives/106172,desktop,6,5,1.2,67.4,29,0,0
/archives/106205,desktop,6,6,1,20,25,0,0
/archives/107506,desktop,6,5,1.2,16,25,0,0
/archives/107523,desktop,6,5,1.2,18.8,27,0,0
/archives/107610,desktop,6,5,1.2,89.2,27,0,0
/archives/107845,mobile,6,3,2,31,24,0,0
/archives/108416,desktop,6,4,1.5,28.5,23,0,0
/archives/109603,mobile,6,5,1.2,59.6,28,0,0
/archives/110144,mobile,6,4,1.5,56.25,25,0,0
/archives/110536,mobile,6,6,1,8,25,0,0
/archives/110768,desktop,6,6,1,32,27,0,0
/archives/111159,desktop,6,6,1,13.5,26,0,0
/archives/111224,desktop,6,6,1,24.333333333333332,25,0,0
/archives/111486,desktop,6,6,1,22.166666666666668,31,0,0
/archives/112024,desktop,6,4,1.5,11,28,0,0
/archives/112133,desktop,6,5,1.2,64,33,0,0
/archives/112331,desktop,6,5,1.2,15.8,24,0,0
/archives/112428,desktop,6,5,1.2,19.6,24,0,0
/archives/112709,desktop,6,5,1.2,41.4,25,0,0
/archives/112771,desktop,6,6,1,12.5,25,0,0
/archives/113297,desktop,6,5,1.2,25,22,0,0
/archives/114084,desktop,6,6,1,24.666666666666668,27,0,0
/archives/114221,mobile,6,5,1.2,46.4,23,0,0
/archives/114278,tablet,6,5,1.2,0,23,0,0
/archives/114364,desktop,6,6,1,53.166666666666664,35,0,0
/archives/114474,desktop,6,6,1,68.83333333333333,25,0,0
/archives/114751,mobile,6,6,1,2.1666666666666665,26,0,0
/archives/115043,desktop,6,5,1.2,12.6,25,0,0
/archives/115113,desktop,6,4,1.5,40.5,25,0,0
/archives/115249,desktop,6,4,1.5,25.25,25,0,0
/archives/115337,desktop,6,5,1.2,77.8,23,0,0
/archives/115532,desktop,6,3,2,16,26,0,0
/archives/115611,desktop,6,6,1,15.166666666666666,26,0,0
/archives/115779,mobile,6,5,1.2,27.2,25,0,0
/archives/115791,mobile,6,6,1,51.5,26,0,0
/archives/115985,mobile,6,5,1.2,46.6,21,0,0
/archives/116257,desktop,6,4,1.5,48.5,21,0,0
/archives/116364,mobile,6,5,1.2,64.6,18,0,0
/archives/11761,desktop,6,5,1.2,42,31,0,0
/archives/12513,mobile,6,6,1,26.333333333333332,29,0,0
/archives/13682,mobile,6,6,1,9.333333333333334,24,0,0
/archives/14875,mobile,6,4,1.5,15.5,24,0,0
/archives/14965,mobile,6,5,1.2,2.6,24,0,0
/archives/18414,desktop,6,6,1,18.833333333333332,31,0,0
/archives/18796,mobile,6,2,3,30.5,22,0,0
/archives/19039,desktop,6,5,1.2,80.8,29,0,0
/archives/21532,mobile,6,6,1,9.5,28,0,0
/archives/24192,mobile,6,6,1,6.333333333333333,26,0,0
/archives/25258,mobile,6,4,1.5,15.75,27,0,0
/archives/25648,desktop,6,5,1.2,28.2,29,0,0
/archives/26728,desktop,6,5,1.2,77,28,0,0
/archives/28157,mobile,6,3,2,3.6666666666666665,21,0,0
/archives/30101,mobile,6,6,1,36.666666666666664,28,0,0
/archives/34678,tablet,6,5,1.2,101,29,0,0
/archives/36237,tablet,6,4,1.5,62,24,0,0
/archives/38936,desktop,6,6,1,59.833333333333336,30,0,0
/archives/45601,desktop,6,6,1,86.66666666666667,28,0,0
/archives/4735,desktop,6,3,2,77,27,0,0
/archives/47804,mobile,6,3,2,2,19,0,0
/archives/49884,tablet,6,5,1.2,65.8,24,0,0
/archives/50898,mobile,6,5,1.2,33.2,26,0,0
/archives/5506,desktop,6,4,1.5,62.75,24,0,0
/archives/57359,desktop,6,5,1.2,177.2,23,0,0
/archives/58337,desktop,6,6,1,203,25,0,0
/archives/59794,desktop,6,5,1.2,18.4,29,0,0
/archives/61623,desktop,6,5,1.2,18.6,24,0,0
/archives/61876,desktop,6,6,1,77.66666666666667,28,0,0
/archives/64114,desktop,6,5,1.2,4.4,27,0,0
/archives/64969,desktop,6,2,3,79,24,0,0
/archives/65061,mobile,6,6,1,11.166666666666666,29,0,0
/archives/67318,desktop,6,6,1,7.833333333333333,28,0,0
/archives/67841,desktop,6,6,1,32.166666666666664,25,0,0
/archives/68575,mobile,6,6,1,17.666666666666668,29,0,0
/archives/69621,desktop,6,5,1.2,97.4,26,0,0
/archives/73326,desktop,6,6,1,22.833333333333332,29,0,0
/archives/7475,mobile,6,5,1.2,18.4,25,0,0
/archives/75150,desktop,6,5,1.2,42.4,27,0,0
/archives/75805,mobile,6,6,1,141.66666666666666,29,0,0
/archives/77093,desktop,6,6,1,14.166666666666666,31,0,0
/archives/77615,mobile,6,4,1.5,32.5,25,0,0
/archives/78599,desktop,6,4,1.5,17,23,0,0
/archives/80837,desktop,6,5,1.2,18,28,0,0
/archives/81289,mobile,6,1,6,217,26,0,0
/archives/81931,desktop,6,5,1.2,20.6,27,0,0
/archives/82045,desktop,6,6,1,6.166666666666667,26,0,0
/archives/82567,mobile,6,6,1,41.333333333333336,22,0,0
/archives/85805,desktop,6,5,1.2,25.6,26,0,0
/archives/86006,desktop,6,3,2,96.33333333333333,24,0,0
/archives/86343,mobile,6,6,1,86,27,0,0
/archives/86766,desktop,6,6,1,24.833333333333332,30,0,0
/archives/87254,desktop,6,4,1.5,17.5,20,0,0
/archives/87660,desktop,6,5,1.2,27.4,29,0,0
/archives/88042,desktop,6,5,1.2,49.8,29,0,0
/archives/88816,mobile,6,6,1,41.833333333333336,27,0,0
/archives/88930,desktop,6,7,0.8571428571428571,14,30,0,0
/archives/89203,desktop,6,4,1.5,32.75,28,0,0
/archives/90963,desktop,6,4,1.5,64.25,25,0,0
/archives/91072,desktop,6,6,1,13.333333333333334,29,0,0
/archives/92917,desktop,6,4,1.5,22.75,27,0,0
/archives/93353,mobile,6,3,2,37.666666666666664,25,0,0
/archives/9501,mobile,6,5,1.2,8.4,27,0,0
/archives/96097,mobile,6,2,3,113,22,0,0
/archives/96309,mobile,6,6,1,67.33333333333333,28,0,0
/archives/96846,desktop,6,5,1.2,60.4,26,0,0
/archives/96997,desktop,6,5,1.2,31.6,24,0,0
/archives/9705,mobile,6,6,1,4,27,0,0
/archives/97705,desktop,6,3,2,45.333333333333336,27,0,0
/archives/97763,desktop,6,6,1,15.833333333333334,28,0,0
/archives/97929,mobile,6,5,1.2,0,23,0,0
/archives/98756,mobile,6,6,1,18.833333333333332,27,0,0
/archives/category/business/sk-innovation,tablet,6,3,2,31.666666666666668,19,0,0
/archives/tag/safety-talk,desktop,6,3,2,18.333333333333332,26,0,0
/archives/tag/sk온,desktop,6,2,3,27.5,24,0,0
/archives/tag/계란국끓이는법,mobile,6,3,2,6,25,0,0
/archives/tag/대양석유,desktop,6,5,1.2,8.8,29,0,0
/archives/tag/디지털-역사관,desktop,6,4,1.5,11.25,28,0,0
/archives/tag/바이오에너지,desktop,6,4,1.5,4.5,26,0,0
/archives/tag/서린빌딩,desktop,6,4,1.5,6,26,0,0
/archives/tag/신입사원-교육과정,mobile,6,4,1.5,4.25,24,0,0
/archives/tag/싱가포르,desktop,6,4,1.5,48.25,28,0,0
/archives/tag/액침냉각,desktop,6,3,2,8,25,0,0
/archives/tag/파라자일렌,desktop,6,2,3,21.5,24,0,0
/archives/tag/행복-커뮤니티-센터,desktop,6,2,3,22.5,25,0,0
/archives/100723,desktop,5,4,1.25,45.75,24,0,0
/archives/101108,desktop,5,2,2.5,16,19,0,0
/archives/101143,mobile,5,5,1,25.6,21,0,0
/archives/101177,desktop,5,5,1,5.4,19,0,0
/archives/10147,desktop,5,3,1.6666666666666667,14.333333333333334,16,0,0
/archives/102095,desktop,5,5,1,8,22,0,0
/archives/102285,desktop,5,5,1,20.8,23,0,0
/archives/102531,desktop,5,5,1,32.6,23,0,0
/archives/103145,desktop,5,4,1.25,13.25,20,0,0
/archives/104985,tablet,5,5,1,12.8,21,0,0
/archives/105091,desktop,5,5,1,111.2,26,0,0
/archives/105208,desktop,5,3,1.6666666666666667,46.333333333333336,22,0,0
/archives/105313,desktop,5,3,1.6666666666666667,40.333333333333336,21,0,0
/archives/105331,desktop,5,5,1,25.4,26,0,0
/archives/105395,desktop,5,4,1.25,73,22,0,0
/archives/105449,mobile,5,4,1.25,36.5,20,0,0
/archives/105499,mobile,5,5,1,8.4,22,0,0
/archives/105707,desktop,5,5,1,14.2,20,0,0
/archives/105741,mobile,5,4,1.25,49.5,21,0,0
/archives/106172,mobile,5,2,2.5,0,17,0,0
/archives/106626,desktop,5,4,1.25,93.75,24,0,0
/archives/106868,mobile,5,5,1,46,25,0,0
/archives/107388,desktop,5,5,1,35.4,22,0,0
/archives/10794,desktop,5,3,1.6666666666666667,23.666666666666668,20,0,0
/archives/108327,desktop,5,5,1,17,25,0,0
/archives/109977,mobile,5,5,1,11.6,23,0,0
/archives/110237,mobile,5,3,1.6666666666666667,11.333333333333334,20,0,0
/archives/110245,desktop,5,3,1.6666666666666667,28.666666666666668,20,0,0
/archives/110425,desktop,5,2,2.5,77.5,21,0,0
/archives/110560,desktop,5,4,1.25,29.25,18,0,0
/archives/110801,mobile,5,3,1.6666666666666667,11.666666666666666,18,0,0
/archives/111652,mobile,5,5,1,21.8,24,0,0
/archives/112142,desktop,5,1,5,89,21,0,0
/archives/112210,desktop,5,6,0.8333333333333334,44,24,0,0
/archives/112603,desktop,5,4,1.25,23.75,19,0,0
/archives/113192,desktop,5,4,1.25,20.75,20,0,0
/archives/113462,desktop,5,4,1.25,30.75,20,0,0
/archives/113925,desktop,5,5,1,10.8,24,0,0
/archives/114354,desktop,5,5,1,3.2,21,0,0
/archives/114407,mobile,5,4,1.25,26.25,23,0,0
/archives/115074,mobile,5,4,1.25,20,19,0,0
/archives/115648,desktop,5,5,1,20.2,19,0,0
/archives/115933,mobile,5,4,1.25,48.25,16,0,0
/archives/115950,mobile,5,3,1.6666666666666667,53.666666666666664,19,0,0
/archives/116199,tablet,5,5,1,1.2,20,0,0
/archives/116261,mobile,5,4,1.25,19.25,19,0,0
/archives/116299,tablet,5,2,2.5,75,21,0,0
/archives/116404,desktop,5,3,1.6666666666666667,12.666666666666666,27,0,0
/archives/11737,desktop,5,5,1,14.4,27,0,0
/archives/15974,desktop,5,5,1,26.6,25,0,0
/archives/20687,desktop,5,3,1.6666666666666667,22,23,0,0
/archives/20948,mobile,5,5,1,36.6,22,0,0
/archives/21354,desktop,5,5,1,145.6,25,0,0
/archives/21543,mobile,5,4,1.25,30,22,0,0
/archives/22361,desktop,5,3,1.6666666666666667,28,21,0,0
/archives/23448,desktop,5,5,1,26.6,25,0,0
/archives/23662,desktop,5,5,1,12.2,26,0,0
/archives/23900,desktop,5,5,1,25.6,24,0,0
/archives/24874,mobile,5,5,1,14.6,23,0,0
/archives/24951,mobile,5,5,1,13.6,24,0,0
/archives/26127,desktop,5,5,1,34.6,28,0,0
/archives/26548,desktop,5,4,1.25,41.75,23,0,0
/archives/26620,mobile,5,5,1,16.4,26,0,0
/archives/27705,desktop,5,5,1,23.4,26,0,0
/archives/28045,mobile,5,5,1,12.4,23,0,0
/archives/28782,tablet,5,5,1,1.8,22,0,0
/archives/29775,desktop,5,3,1.6666666666666667,26,22,0,0
/archives/30153,mobile,5,5,1,33.4,23,0,0
/archives/30647,mobile,5,5,1,8.6,25,0,0
/archives/34162,desktop,5,5,1,131.4,26,0,0
/archives/34190,desktop,5,5,1,12.6,24,0,0
/archives/34355,mobile,5,5,1,12.4,26,0,0
/archives/37795,mobile,5,2,2.5,56,18,0,0
/archives/4846,desktop,5,4,1.25,70,25,0,0
/archives/48881,tablet,5,5,1,2,20,0,0
/archives/50688,mobile,5,4,1.25,6.75,22,0,0
/archives/51746,desktop,5,5,1,15.4,23,0,0
/archives/56046,desktop,5,5,1,7.6,27,0,0
/archives/56046,mobile,5,5,1,3.8,22,0,0
/archives/59442,desktop,5,5,1,10.4,20,0,0
/archives/60391,desktop,5,3,1.6666666666666667,9,19,0,0
/archives/60611,mobile,5,5,1,17.8,23,0,0
/archives/61576,desktop,5,4,1.25,38.75,19,0,0
/archives/61829,desktop,5,5,1,8,18,0,0
/archives/62155,mobile,5,2,2.5,42.5,17,0,0
/archives/62987,mobile,5,4,1.25,0,20,0,0
/archives/63456,desktop,5,5,1,8.2,24,0,0
/archives/64591,desktop,5,4,1.25,5.5,24,0,0
/archives/64969,mobile,5,2,2.5,0,14,0,0
/archives/67841,mobile,5,2,2.5,48,18,0,0
/archives/68240,desktop,5,5,1,49.6,22,0,0
/archives/68608,mobile,5,4,1.25,35.25,22,0,0
/archives/69107,mobile,5,4,1.25,54.25,22,0,0
/archives/70071,desktop,5,5,1,15.2,24,0,0
/archives/70139,desktop,5,4,1.25,48.75,22,0,0
/archives/70471,desktop,5,5,1,11.8,26,0,0
/archives/71231,desktop,5,5,1,7.4,25,0,0
/archives/71296,desktop,5,5,1,10.8,27,0,0
/archives/71505,desktop,5,5,1,35.8,22,0,0
/archives/72162,desktop,5,5,1,24.8,23,0,0
/archives/7288,mobile,5,5,1,10,24,0,0
/archives/72888,desktop,5,4,1.25,528.5,29,0,0
/archives/73454,desktop,5,4,1.25,0,19,0,0
/archives/7359,desktop,5,3,1.6666666666666667,77.33333333333333,18,0,0
/archives/73661,desktop,5,3,1.6666666666666667,7.666666666666667,21,0,0
/archives/74202,mobile,5,1,5,7,18,0,0
/archives/74902,desktop,5,3,1.6666666666666667,104,22,0,0
/archives/78120,desktop,5,5,1,35.6,18,0,0
/archives/78311,desktop,5,5,1,7.6,25,0,0
/archives/79895,desktop,5,5,1,5.6,25,0,0
/archives/81923,desktop,5,4,1.25,139.75,20,0,0
/archives/82401,desktop,5,3,1.6666666666666667,253,22,0,0
/archives/8289,desktop,5,5,1,18.4,25,0,0
/archives/83065,mobile,5,3,1.6666666666666667,31,21,0,0
/archives/83097,desktop,5,3,1.6666666666666667,30.666666666666668,20,0,0
/archives/83099,mobile,5,5,1,46,23,0,0
/archives/84557,desktop,5,4,1.25,162,22,0,0
/archives/85006,desktop,5,5,1,22.4,25,0,0
/archives/85134,desktop,5,3,1.6666666666666667,37.333333333333336,20,0,0
/archives/85165,desktop,5,3,1.6666666666666667,41,20,0,0
/archives/85445,desktop,5,3,1.6666666666666667,9.333333333333334,19,0,0
/archives/87345,desktop,5,5,1,59,25,0,0
/archives/87527,desktop,5,5,1,22.6,27,0,0
/archives/87738,desktop,5,5,1,5,26,0,0
/archives/88601,desktop,5,4,1.25,121,22,0,0
/archives/89031,desktop,5,5,1,172.8,21,0,0
/archives/90112,desktop,5,5,1,51.4,25,0,0
/archives/90963,mobile,5,3,1.6666666666666667,3.6666666666666665,18,0,0
/archives/91679,desktop,5,5,1,55,22,0,0
