# ----------------------------------------
# 보고서 CSV 내보내기
# 계정: skinno global
# 속성: skinno 글로벌 - GA4
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20240708
# 종료일: 20240714
페이지 경로 및 화면 클래스,기기 카테고리,조회수,사용자,사용자당 조회수,평균 참여 시간,이벤트 수,주요 이벤트,총 수익
/global/archives/12878,mobile,1,1,1,240,4,0,0
/global/archives/13103,desktop,1,1,1,2,5,0,0
/global/archives/13153,desktop,1,1,1,1,4,0,0
/global/archives/13230,mobile,1,1,1,0,4,0,0
/global/archives/13329,mobile,1,1,1,5,5,0,0
/global/archives/13443,mobile,1,1,1,0,4,0,0
/global/archives/13521,mobile,1,1,1,210,6,0,0
/global/archives/13544,desktop,1,1,1,17,4,0,0
/global/archives/13667,desktop,1,1,1,9,4,0,0
/global/archives/13850,desktop,1,1,1,55,4,0,0
/global/archives/13879,desktop,1,1,1,13,4,0,0
/global/archives/13881,desktop,1,1,1,6,4,0,0
/global/archives/1399,desktop,1,1,1,5,3,0,0
/global/archives/14004,desktop,1,1,1,12,4,0,0
/global/archives/14004,mobile,1,1,1,0,4,0,0
/global/archives/14083,desktop,1,1,1,24,4,0,0
/global/archives/14243,desktop,1,1,1,36,5,0,0
/global/archives/14491,mobile,1,1,1,7,5,0,0
/global/archives/14491,smart tv,1,0,0,0,5,0,0
/global/archives/14615,desktop,1,1,1,0,3,0,0
/global/archives/14628,tablet,1,1,1,15,5,0,0
/global/archives/14668,desktop,1,1,1,6,4,0,0
/global/archives/14688,desktop,1,1,1,19,5,0,0
/global/archives/14770,mobile,1,1,1,15,3,0,0
/global/archives/14803,desktop,1,1,1,4,4,0,0
/global/archives/14803,mobile,1,1,1,13,4,0,0
/global/archives/14896,mobile,1,1,1,59,5,0,0
/global/archives/1493,desktop,1,1,1,13,5,0,0
/global/archives/1493,mobile,1,1,1,0,4,0,0
/global/archives/14962,desktop,1,1,1,9,5,0,0
/global/archives/15007,mobile,1,1,1,96,4,0,0
/global/archives/15067,mobile,1,1,1,0,4,0,0
/global/archives/15103,desktop,1,1,1,9,3,0,0
/global/archives/15353,tablet,1,1,1,16,5,0,0
/global/archives/15374,mobile,1,1,1,291,4,0,0
/global/archives/15409,desktop,1,1,1,2,3,0,0
/global/archives/15430,mobile,1,1,1,0,4,0,0
/global/archives/15497,desktop,1,1,1,0,3,0,0
/global/archives/15574,desktop,1,2,0.5,36.5,7,0,0
/global/archives/15574,mobile,1,1,1,16,5,0,0
/global/archives/15610,desktop,1,1,1,32,4,0,0
/global/archives/15654,desktop,1,1,1,0,3,0,0
/global/archives/15664,mobile,1,0,0,0,3,0,0
/global/archives/15664,tablet,1,1,1,2,4,0,0
/global/archives/15840,mobile,1,1,1,33,5,0,0
/global/archives/15902,desktop,1,1,1,0,6,0,0
/global/archives/15937,mobile,1,1,1,36,5,0,0
/global/archives/15937ARC Resources news,desktop,1,1,1,0,3,0,0
/global/archives/15985,desktop,1,2,0.5,8,6,0,0
/global/archives/16005,desktop,1,1,1,29,5,0,0
/global/archives/16025,desktop,1,1,1,54,5,0,0
/global/archives/16073,desktop,1,1,1,35,4,0,0
/global/archives/16118,desktop,1,1,1,20,6,0,0
/global/archives/16131,desktop,1,1,1,77,4,0,0
/global/archives/16154,desktop,1,1,1,0,4,0,0
/global/archives/16169,desktop,1,1,1,29,6,0,0
/global/archives/16187,desktop,1,1,1,12,5,0,0
/global/archives/16493,mobile,1,1,1,19,5,0,0
/global/archives/16563,desktop,1,1,1,6,7,0,0
/global/archives/16583,mobile,1,1,1,46,4,0,0
/global/archives/16719,desktop,1,1,1,41,4,0,0
/global/archives/16738,desktop,1,1,1,4,4,0,0
/global/archives/16787,desktop,1,1,1,18,4,0,0
/global/archives/16834,mobile,1,1,1,78,5,0,0
/global/archives/16834,tablet,1,1,1,0,3,0,0
/global/archives/16925,desktop,1,1,1,34,4,0,0
/global/archives/16980,desktop,1,1,1,5,4,0,0
/global/archives/17134,desktop,1,1,1,39,4,0,0
/global/archives/17169,tablet,1,1,1,142,6,0,0
/global/archives/1722,desktop,1,1,1,4,4,0,0
/global/archives/17386,mobile,1,1,1,47,6,0,0
/global/archives/17460,mobile,1,1,1,0,4,0,0
/global/archives/17476,desktop,1,1,1,39,4,0,0
/global/archives/17950,mobile,1,1,1,29,3,0,0
/global/archives/17990,tablet,1,1,1,17,5,0,0
/global/archives/18076,desktop,1,1,1,0,4,0,0
/global/archives/18167,mobile,1,1,1,5,4,0,0
/global/archives/18268,mobile,1,1,1,0,4,0,0
/global/archives/18301,mobile,1,1,1,139,5,0,0
/global/archives/2026,desktop,1,1,1,18,5,0,0
/global/archives/2293,desktop,1,1,1,1,4,0,0
/global/archives/2490,desktop,1,1,1,36,5,0,0
/global/archives/2701,desktop,1,1,1,88,6,0,0
/global/archives/2756,desktop,1,1,1,0,3,0,0
/global/archives/3005,desktop,1,1,1,4,5,0,0
/global/archives/311,mobile,1,1,1,274,5,0,0
/global/archives/3123,desktop,1,1,1,5,5,0,0
/global/archives/3158,desktop,1,1,1,0,6,0,0
/global/archives/3393,desktop,1,1,1,1,5,0,0
/global/archives/3393,mobile,1,1,1,12,5,0,0
/global/archives/3464,desktop,1,1,1,34,5,0,0
/global/archives/3473,desktop,1,1,1,0,4,0,0
/global/archives/3772,desktop,1,1,1,34,5,0,0
/global/archives/3859,mobile,1,1,1,57,5,0,0
/global/archives/401,desktop,1,1,1,0,4,0,0
/global/archives/4077,mobile,1,1,1,54,5,0,0
/global/archives/4110,desktop,1,1,1,32,6,0,0
/global/archives/417,desktop,1,1,1,55,4,0,0
/global/archives/4218,desktop,1,1,1,10,5,0,0
/global/archives/4308,desktop,1,1,1,4,5,0,0
/global/archives/4308,mobile,1,1,1,0,4,0,0
/global/archives/4360,desktop,1,1,1,153,6,0,0
/global/archives/4482,mobile,1,1,1,18,5,0,0
/global/archives/4499,desktop,1,1,1,0,2,0,0
/global/archives/4728,desktop,1,1,1,0,2,0,0
/global/archives/4751,tablet,1,1,1,0,4,0,0
/global/archives/4829,desktop,1,1,1,49,4,0,0
/global/archives/4921,desktop,1,1,1,5,5,0,0
/global/archives/4921,tablet,1,1,1,95,5,0,0
/global/archives/5040,desktop,1,1,1,7,5,0,0
/global/archives/5247,desktop,1,1,1,3,5,0,0
/global/archives/5310,desktop,1,1,1,1,5,0,0
/global/archives/5357,desktop,1,1,1,52,4,0,0
/global/archives/5357,mobile,1,1,1,0,4,0,0
/global/archives/549,desktop,1,1,1,14,5,0,0
/global/archives/564,desktop,1,1,1,0,5,0,0
/global/archives/5893,desktop,1,1,1,66,5,0,0
/global/archives/6014,desktop,1,1,1,0,4,0,0
/global/archives/6150,desktop,1,1,1,43,5,0,0
/global/archives/6150,mobile,1,1,1,63,4,0,0
/global/archives/6313,mobile,1,1,1,4,5,0,0
/global/archives/6377,mobile,1,1,1,9,5,0,0
/global/archives/6480,desktop,1,1,1,9,5,0,0
/global/archives/6503,desktop,1,1,1,2,4,0,0
/global/archives/6734,desktop,1,1,1,18,4,0,0
/global/archives/6760,desktop,1,1,1,110,6,0,0
/global/archives/6807,mobile,1,1,1,0,4,0,0
/global/archives/7043,desktop,1,1,1,144,6,0,0
/global/archives/7043,mobile,1,1,1,12,5,0,0
/global/archives/7302,desktop,1,1,1,32,6,0,0
/global/archives/7319,desktop,1,1,1,0,4,0,0
/global/archives/7319,mobile,1,1,1,0,3,0,0
/global/archives/7353,desktop,1,1,1,0,4,0,0
/global/archives/7379,desktop,1,1,1,16,3,0,0
/global/archives/7476,mobile,1,1,1,33,5,0,0
/global/archives/7991,desktop,1,1,1,44,4,0,0
/global/archives/8046,desktop,1,1,1,16,5,0,0
/global/archives/8105,mobile,1,1,1,0,4,0,0
/global/archives/8152,desktop,1,1,1,0,6,0,0
/global/archives/822,desktop,1,1,1,64,6,0,0
/global/archives/8350,desktop,1,1,1,0,3,0,0
/global/archives/8360,desktop,1,1,1,27,7,0,0
/global/archives/8599,desktop,1,1,1,86,5,0,0
/global/archives/8604,desktop,1,1,1,1,4,0,0
/global/archives/878,mobile,1,1,1,1,3,0,0
/global/archives/9096,desktop,1,1,1,140,4,0,0
/global/archives/9129,desktop,1,1,1,15,4,0,0
/global/archives/9310,desktop,1,1,1,37,5,0,0
/global/archives/9378,desktop,1,1,1,23,5,0,0
/global/archives/9480,mobile,1,1,1,0,4,0,0
/global/archives/9493,desktop,1,1,1,0,4,0,0
/global/archives/9509,mobile,1,1,1,59,5,0,0
/global/archives/9548,mobile,1,1,1,12,3,0,0
/global/archives/9648,desktop,1,1,1,0,4,0,0
/global/archives/9740,mobile,1,1,1,0,3,0,0
/global/archives/9786,mobile,1,1,1,122,3,0,0
/global/archives/9877,mobile,1,1,1,25,4,0,0
/global/archives/9893,desktop,1,1,1,39,7,0,0
/global/archives/MTM3ODAoMj,desktop,1,1,1,0,5,0,0
/global/archives/category/ces/ces-2022-ces-2022,desktop,1,1,1,4,3,0,0
/global/archives/category/corporate/sk-enterm,desktop,1,1,1,7,5,0,0
/global/archives/category/corporate/sk-rading-international,mobile,1,1,1,23,3,0,0
/global/archives/category/corporates/sk-on,tablet,1,1,1,0,4,0,0
/global/archives/category/corporates/sk-rading-international,desktop,1,1,1,25,4,0,0
/global/archives/category/corporates/sk-rading-international,mobile,1,1,1,0,2,0,0
/global/archives/category/people,mobile,1,1,1,0,4,0,0
/global/archives/category/people/inno-people,mobile,1,1,1,11,3,0,0
/global/archives/category/press-room,mobile,1,1,1,0,4,0,0
/global/archives/category/press-room/issue-fact,mobile,1,1,1,10,4,0,0
/global/archives/category/press-room/press-release,tablet,1,1,1,1,4,0,0
/global/archives/tag/2022-q4,desktop,1,1,1,5,3,0,0
/global/archives/tag/2023-q4,desktop,1,1,1,4,5,0,0
/global/archives/tag/advanced-sf-battery,desktop,1,1,1,9,4,0,0
/global/archives/tag/ambassadors-spouses-association-in-seoul,desktop,1,1,1,2,5,0,0
/global/archives/tag/atom-power,desktop,1,1,1,0,6,0,0
/global/archives/tag/autosilicon,desktop,1,1,1,6,4,0,0
/global/archives/tag/batteries,mobile,1,1,1,27,4,0,0
/global/archives/tag/battery,desktop,1,1,1,194,4,0,0
/global/archives/tag/biodiversity,desktop,1,1,1,3,4,0,0
/global/archives/tag/bmr,desktop,1,1,1,10,5,0,0
/global/archives/tag/bmw,desktop,1,1,1,1,5,0,0
/global/archives/tag/ces-2024,desktop,1,1,1,8,6,0,0
/global/archives/tag/doosan,desktop,1,1,1,20,6,0,0
/global/archives/tag/dpf,desktop,1,1,1,29,5,0,0
/global/archives/tag/ev-batteries,desktop,1,1,1,9,4,0,0
/global/archives/tag/exploration,desktop,1,1,1,5,4,0,0
/global/archives/tag/financial-story-financial-story,desktop,1,1,1,12,6,0,0
/global/archives/tag/ford,desktop,1,1,1,3,4,0,0
/global/archives/tag/future-mobility,desktop,1,1,1,8,6,0,0
/global/archives/tag/georgia,mobile,1,1,1,0,4,0,0
/global/archives/tag/global-forum,desktop,1,1,1,11,4,0,0
/global/archives/tag/global-forum,mobile,1,1,1,9,4,0,0
/global/archives/tag/hg-initiative,desktop,1,1,1,0,4,0,0
/global/archives/tag/hydrogen,desktop,1,1,1,7,5,0,0
/global/archives/tag/inobus,mobile,1,1,1,4,5,0,0
/global/archives/tag/iscc,desktop,1,1,1,16,4,0,0
/global/archives/tag/iscc-plus,desktop,1,1,1,14,4,0,0
/global/archives/tag/komarom,desktop,1,1,1,5,4,0,0
/global/archives/tag/lfp,desktop,1,1,1,11,5,0,0
/global/archives/tag/malaysia,desktop,1,1,1,0,4,0,0
/global/archives/tag/mobility,mobile,1,1,1,2,2,0,0
/global/archives/tag/mono-material-packaging,desktop,1,1,1,10,5,0,0
/global/archives/tag/msci,desktop,1,1,1,0,4,0,0
/global/archives/tag/ncm811,desktop,1,1,1,9,6,0,0
/global/archives/tag/ncm811,mobile,1,1,1,0,4,0,0
/global/archives/tag/oh-jong-hoon,desktop,1,1,1,5,4,0,0
/global/archives/tag/oil,desktop,1,1,1,25,4,0,0
/global/archives/tag/oil-depletion,desktop,1,1,1,55,4,0,0
/global/archives/tag/pcr,desktop,1,1,1,18,5,0,0
/global/archives/tag/plastic-recycling,desktop,1,1,1,57,4,0,0
/global/archives/tag/poe,desktop,1,1,1,0,2,0,0
/global/archives/tag/pouch-type-battery,mobile,1,1,1,5,5,0,0
/global/archives/tag/purecycle-technologies,desktop,1,1,1,10,5,0,0
/global/archives/tag/rhee-jang-weon,mobile,1,1,1,52,6,0,0
/global/archives/tag/separator,desktop,1,1,1,14,4,0,0
/global/archives/tag/sinopec-sk-wuhan-petrochemical,desktop,1,1,1,0,3,0,0
/global/archives/tag/sk-battery-america,desktop,1,1,1,16,5,0,0
/global/archives/tag/sk-block-427,mobile,1,1,1,0,4,0,0
/global/archives/tag/sk-earthon-kuala-lumpur,mobile,1,1,1,28,6,0,0
/global/archives/tag/sk-global-chemical,mobile,1,1,1,13,5,0,0
/global/archives/tag/sk-innovation,desktop,1,1,1,12,4,0,0
/global/archives/tag/sk-innovation,mobile,1,1,1,37,3,0,0
/global/archives/tag/sk-innovation-institute-of-environmental-science-and-technology,desktop,1,1,1,10,6,0,0
/global/archives/tag/sk-innovation-young-ambassador,mobile,1,1,1,6,5,0,0
/global/archives/tag/sk-on,desktop,1,1,1,0,5,0,0
/global/archives/tag/sk-primacor-europe,desktop,1,1,1,13,5,0,0
/global/archives/tag/skbm,desktop,1,1,1,9,6,0,0
/global/archives/tag/skei,desktop,1,1,1,5,5,0,0
/global/archives/tag/skgc,desktop,1,1,1,3,4,0,0
/global/archives/tag/smart-plant-solutions,desktop,1,1,1,18,5,0,0
/global/archives/tag/smr,desktop,1,1,1,41,5,0,0
/global/archives/tag/solid-power,mobile,1,1,1,18,5,0,0
/global/archives/tag/terrapower,desktop,1,1,1,8,4,0,0
/global/archives/tag/yubase,desktop,1,1,1,8,5,0,0
/global/archives/tag/中韩石化,desktop,1,1,1,5,5,0,0
/global/archives/tag/中韩石化,mobile,1,1,1,7,5,0,0
/global/pagead/aclk,desktop,1,1,1,1,4,0,0
/global/privacy-policy,mobile,1,1,1,5,3,0,0
/global/sustainability-report,mobile,1,1,1,6,5,0,0
/global/archives/18022,mobile,0,1,0,26,3,0,0
/global/archives/7596,desktop,0,1,0,4,2,0,0
